Link,Địa chỉ,Mức giá,Diện tích,Số phòng ngủ,"Số phòng tắm, vệ sinh",Mặt tiền,Đường vào,Pháp lý,Nội thất,Số tầng,Hướng nhà,Hướng ban công
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-phuong-duong-noi-prj-an-quy-villa-kdt-duong-noi/b-nhh-khu-a-dt-180m-huong-mat-gia-tot-chi-33-ty-lh-pr42701124,"Dự án An Quý Villa - KĐT Dương Nội, Phường Dương Nội, Hà Đông, Hà Nội",29 tỷ,180 m²,6 phòng,5 phòng,9 m,,Sổ đỏ/ Sổ hồng,Không nội thất,4 tầng,,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-to-huu-phuong-la-khe-prj-khu-do-thi-van-khe/ban-gap-ha-ng-83m-x-5tang-thang-may-dep-full-gia-tot-lh-0967154268-pr36845079,"Dự án Văn Khê, Đường Tố Hữu, Phường La Khê, Hà Đông, Hà Nội",15 tỷ,83 m²,5 phòng,5 phòng,,,Sổ đỏ/ Sổ hồng.,Đầy đủ,5 tầng,Đông - Nam,
https://batdongsan.com.vn/ban-nha-rieng-pho-vu-tong-phan-phuong-khuong-trung/ban-37m-x-5-tang-o-to-do-cua-ngo-thong-thang-tap-kinh-doanh-gia-chi-12-ty-pr43135900,"Phố Vũ Tông Phan, Phường Khương Trung, Thanh Xuân, Hà Nội",12 tỷ,37 m²,6 phòng,4 phòng,,,Sổ đỏ/ Sổ hồng,,5 tầng,,
https://batdongsan.com.vn/ban-nha-rieng-duong-tay-son-phuong-thinh-quang/toa-chdv-pho-dong-tien-110-trieu-thang-lo-goc-2-thoang-ba-gac-22p-90m-pr43027178,"Đường Tây Sơn, Phường Thịnh Quang, Đống Đa, Hà Nội","18,5 tỷ",90 m²,22 phòng,22 phòng,,,Sổ đỏ/ Sổ hồng,Đầy đủ,7 tầng,,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-to-huu-phuong-duong-noi-prj-khu-do-thi-moi-duong-noi/can-ban-gap-can-dang-cap-kdt-nghia-ha-ng-75m2-x-5-tang-vi-tri-kinh-anh-pr43131502,"KĐTM Dương Nội, Đường Tố Hữu, Phường Dương Nội, Hà Đông, Hà Nội","16,5 tỷ",75 m²,,,,,Sổ đỏ/ Sổ hồng,,,,
https://batdongsan.com.vn/ban-nha-rieng-duong-ngoc-thuy-phuong-ngoc-thuy/-ngo-5xx-trong-de-dt-30m-5-25-ti-pr43135883,"Đường Ngọc Thụy, Phường Ngọc Thụy, Long Biên, Hà Nội","5,25 tỷ",30 m²,3 phòng,3 phòng,4 m,"2,5 m",Sổ đỏ/ Sổ hồng,,,,
https://batdongsan.com.vn/ban-dat-xa-tam-dong/chu-ban-nhanh-vuong-van-dau-tu-sinh-loi-cao-tai-me-linh-oto-7-cho-quay-dau-tai-pr42413044,"Xã Tam Đồng, Mê Linh, Hà Nội",2 tỷ,60 m²,,,"4,5 m",15 m,Sổ đỏ/ Sổ hồng,,,,
https://batdongsan.com.vn/ban-nha-rieng-phuong-yen-hoa-2/ban-trung-kinh-cau-giay-o-hay-cho-thue-deu-rat-tuyet-51m-5-tang-chao-9-3-ty-co-tl-pr43135891,"Phường Yên Hòa, Cầu Giấy, Hà Nội","9,3 tỷ",51 m²,7 phòng,5 phòng,,,Sổ đỏ/ Sổ hồng,Đầy đủ,5 tầng,,
https://batdongsan.com.vn/ban-nha-rieng-pho-kham-thien-phuong-kham-thien/ngon-bo-re-giua-long-thu-do-dau-tu-dinh-dien-tich-rong-mat-tien-lon-khong-co-can-thu-2-66m-9-ty-3-pr43135889,"Phố Khâm Thiên, Phường Khâm Thiên, Đống Đa, Hà Nội","9,3 tỷ",66 m²,3 phòng,3 phòng,"5,3 m","3,5 m",Sổ đỏ/ Sổ hồng,Cơ bản,4 tầng,Nam,Đông - Bắc
https://batdongsan.com.vn/ban-nha-rieng-pho-nghia-do-phuong-nghia-do-1/ban-ngo-tay-ho-cau-giay-phan-lo-via-he-gara-o-to-52m2-6-ngu-nhinh-15-ty-pr43135887,"Phố Nghĩa Đô, Phường Nghĩa Đô, Cầu Giấy, Hà Nội",15 tỷ,52 m²,6 phòng,6 phòng,,7 m,,,5 tầng,,
https://batdongsan.com.vn/ban-nha-mat-pho-pho-xa-dan-phuong-o-cho-dua/-9t-8-noi-1-ham-thiet-ke-vp-102m-mt-7-8m-g-tap-doan-thue-lam-van-phong-pr43135885,"Phố Xã Đàn, Phường Ô Chợ Dừa, Đống Đa, Hà Nội",59 tỷ,102 m²,,,"7,8 m",40 m,,,,,
https://batdongsan.com.vn/ban-nha-rieng-duong-me-tri-phuong-me-tri/chi-voi-hon-6-ty-co-ngay-dep-o-nam-tu-liem-ha-noi-pr42976047,"Đường Mễ Trì, Phường Mễ Trì, Nam Từ Liêm, Hà Nội",6 tỷ,36 m²,3 phòng,4 phòng,,,Sổ đỏ/ Sổ hồng,,4 tầng,,
https://batdongsan.com.vn/ban-dat-duong-duc-giang-phuong-duc-giang-2/-ngo-thong-xang-dau-dt-53m-5-8-ti-pr43135878,"Đường Đức Giang, Phường Đức Giang, Long Biên, Hà Nội","5,8 tỷ",53 m²,,,"3,5 m","2,7 m",Sổ đỏ/ Sổ hồng,,,,
https://batdongsan.com.vn/ban-nha-rieng-duong-khuong-dinh-phuong-khuong-dinh/ban-5-tang-32m2-3pn-ngo-o-to-gia-hon-6-ty-o-ngay-pr43009549,"Đường Khương Đình, Phường Khương Đình, Thanh Xuân, Hà Nội","6,85 tỷ",33 m²,3 phòng,3 phòng,,,Sổ đỏ/ Sổ hồng,Đầy đủ,5 tầng,,
https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-khang-phuong-quan-hoa/sieu-dep-dang-cap-o-huong-thu-pho-ngo-sieu-rong-vi-tri-dep-tai-cau-giay-37m-x-5t-pr41500685,"Đường Nguyễn Khang, Phường Quan Hoa, Cầu Giấy, Hà Nội","9,2 tỷ",52 m²,,,,,Sổ đỏ/ Sổ hồng,"Nội thất đẳng cấp sang trọng trang bị không thiếu gì, từ giường tủ, sofa, tủ, kệ, chăn đệm, điều hòa, nóng lạnh, cả bạc tỷ.",5 tầng,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-duong-dinh-nghe-phuong-yen-hoa-2-prj-khu-do-thi-yen-hoa/chinh-chu-ban-gap-toa-ct4-5-cau-giay-dt-85m2-2pn-5-98-ty-pr43077634,"Dự án Yên Hòa, Đường Dương Đình Nghệ, Phường Yên Hòa, Cầu Giấy, Hà Nội","5,98 tỷ",85 m²,2 phòng,2 phòng,,,Sổ đỏ,Đầy đủ,,,
https://batdongsan.com.vn/ban-nha-rieng-duong-do-duc-duc-phuong-me-tri/chinh-chu-ban-moi-thang-may-o-to-cong-nam-tu-liem-43-m2-6-tang-8-75-ty-pr43106235,"Ngõ 32, Đường Đỗ Đức Dục, Phường Mễ Trì, Nam Từ Liêm, Hà Nội","8,75 tỷ",43 m²,4 phòng,5 phòng,"6,8 m",3 m,Sổ đỏ/ Sổ hồng,Đầy đủ,6 tầng,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-hoang-van-thai-phuong-khuong-trung-prj-chung-cu-183-hoang-van-thai/chinh-chu-ban-gap-toa-ct1-183-thanh-xuan-dt-85m2-3pn-gia-5-65-ty-pr42658779,"Dự án Khu nhà ở 183 Hoàng Văn Thái, Đường Hoàng Văn Thái, Phường Khương Trung, Thanh Xuân, Hà Nội","5,3 tỷ",85 m²,3 phòng,2 phòng,,,Sổ đỏ/ Sổ hồng,Đầy đủ,,,
https://batdongsan.com.vn/ban-nha-rieng-duong-truong-chinh-phuong-khuong-thuong/ban-toa-chdv-22-phong-kk-ngo-ba-gac-20m-ra-o-to-thang-may-dt-100tr-th-87m2-pr42661109,"Đường Trường Chinh, Phường Khương Thượng, Đống Đa, Hà Nội","16,8 tỷ",85 m²,22 phòng,22 phòng,,,Sổ đỏ/ Sổ hồng,Đầy đủ,8 tầng,,
https://batdongsan.com.vn/ban-nha-rieng-pho-bach-mai-phuong-bach-mai/ban-60m-5t-mt5m-10-toi-o-cho-thang-may-dan-xay-chac-chan-dep-o-luon-pr43135872,"Phố Bạch Mai, Phường Bạch Mai, Hai Bà Trưng, Hà Nội","10,4 tỷ",60 m²,5 phòng,4 phòng,,,Sổ đỏ/ Sổ hồng,Đầy đủ,5 tầng,,
https://batdongsan.com.vn/ban-nha-rieng-pho-kham-thien-phuong-kham-thien/-dong-da-13-9-ty-42m2-mat-tien-5-2m-5-tang-xay-moi-o-cho-thang-may-tang-noi-that-xin-pr43135870,"Phố Khâm Thiên, Phường Khâm Thiên, Đống Đa, Hà Nội","13,8 tỷ",42 m²,3 phòng,4 phòng,"5,2 m",5 m,Sổ đỏ/ Sổ hồng,,5 tầng,Đông - Nam,Tây - Bắc
https://batdongsan.com.vn/ban-dat-xa-tan-linh/van-ban-c-nhap-cac-la-trung-tam-hanh-chinh-cac-bac-nhanh-tay-de-so-huu-pr42765179,"Xã Tản Lĩnh, Ba Vì, Hà Nội",Thỏa thuận,"423,9 m²",,,16 m,5 m,Sổ đỏ/ Sổ hồng,,,,
https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-dinh-chieu-phuong-le-dai-hanh/qua-hiem-hai-ba-trung-45m2-6-tang-thang-may-sat-pho-gan-oto-cong-vien-12-5t-pr42849021,"Đường Nguyễn Đình Chiểu, Phường Lê Đại Hành, Hai Bà Trưng, Hà Nội","12,3 tỷ",45 m²,,,,,Sổ đỏ/ Sổ hồng,Đầy đủ,6 tầng,,
https://batdongsan.com.vn/ban-nha-rieng-pho-thai-ha-phuong-trung-liet/ban-gap-toa-chdv-lo-goc-2-thoang-ba-gac-20m-ra-o-to-tng-may-dt-60tr-th-60m-pr42579976,"Phố Thái Hà, Phường Trung Liệt, Đống Đa, Hà Nội","19,8 tỷ",95 m²,28 phòng,28 phòng,,3 m,Sổ đỏ,Đầy đủ,8 tầng,,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-xa-van-canh-1-prj-an-lac-green-symphony/hang-vip-can-goc-142m2-view-toan-cong-vien-ven-nh-tra-truoc-13ty-n-ngay-pr42984050,"Dự án An Lạc Green Symphony, Xã Vân Canh, Hoài Đức, Hà Nội",Thỏa thuận,142 m²,6 phòng,4 phòng,7 m,"13,5 m",Sổ đỏ/ Sổ hồng,,4 tầng,Tây - Bắc,Tây - Bắc
https://batdongsan.com.vn/ban-nha-rieng-duong-truong-chinh-phuong-khuong-thuong/toa-chdv-40m-ra-o-to-ba-gac-do-gan-pho-thang-may-21p-kk-dt-95tr-th-86m2-pr42509475,"Đường Trường Chinh, Phường Khương Thượng, Đống Đa, Hà Nội","16,8 tỷ",86 m²,21 phòng,21 phòng,,,Sổ đỏ/ Sổ hồng,Đầy đủ,8 tầng,,
https://batdongsan.com.vn/ban-nha-rieng-duong-bach-dang-phuong-bach-dang/hang-hiem-tai-2-3-ty-31m2-1pn-1wc-1-tang-pr43112793,"Đường Bạch Đằng, Phường Bạch Đằng, Hai Bà Trưng, Hà Nội","2,3 tỷ",31 m²,1 phòng,1 phòng,"3,1 m","3,5 m",Đang chờ sổ,Cơ bản,1 tầng,,
https://batdongsan.com.vn/ban-nha-rieng-duong-doi-can-phuong-doi-can/ban-chung-cu-mini-ho-dich-vu-tai-22-ty-62-m2-hang-hiem-tai-gia-sieu-hoi-pr42627744,"Đường Đội Cấn, Phường Đội Cấn, Ba Đình, Hà Nội","21,99 tỷ",62 m²,23 phòng,22 phòng,,,Sổ đỏ/ Sổ hồng,Đầy đủ đồ.,9 tầng,,
https://batdongsan.com.vn/ban-nha-mat-pho-duong-hoang-ngan-phuong-thanh-xuan-trung/ban-75-ty-266m2-hang-hiem-tai-ha-noi-pr42147634,"Đường Hoàng Ngân, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội",75 tỷ,266 m²,3 phòng,3 phòng,10 m,,Sổ đỏ/ Sổ hồng,Không nội thất,,,
https://batdongsan.com.vn/ban-nha-rieng-duong-vong-thi-phuong-thuy-khue/ban-toa-dich-vu-tai-so-63m2-8-tang-thang-may-view-ho-tay-dan-xay-chac-chan-pr42627721,"đường Võng Thị, Phường Thụy Khuê, Tây Hồ, Hà Nội","15,5 tỷ",63 m²,12 phòng,13 phòng,5 m,,Sổ đỏ/ Sổ hồng,Đầy đủ,8 tầng,,
https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-van-huyen-phuong-quan-hoa/cau-giay-gan-7-tang-thang-may-21-phong-cho-thue-dong-tien-1-2-ty-nam-pr42627661,"Đường Nguyễn Văn Huyên, Phường Quan Hoa, Cầu Giấy, Hà Nội","22,8 tỷ",106 m²,21 phòng,23 phòng,,,Sổ đỏ/ Sổ hồng,Đầy đủ,7 tầng,,
https://batdongsan.com.vn/ban-nha-rieng-duong-800a-phuong-nghia-do-1/ban-phan-lo-to-to-tranh-cau-giay-dt-60m-17-5-ty-view-thoang-vinh-vien-dep-o-ngay-pr42835504,"Đường 800A, Phường Nghĩa Đô, Cầu Giấy, Hà Nội","17,5 tỷ",60 m²,4 phòng,4 phòng,4 m,,Sổ đỏ/ Sổ hồng,,5 tầng,,
https://batdongsan.com.vn/ban-nha-rieng-duong-phan-ke-binh-phuong-cong-vi/ban-cc-mini-24-5-ty-83m2-tai-ba-dinh-ha-noi-dong-tien-nuoc-ngoai-pr42835416,"Đường Phan Kế Bính, Phường Cống Vị, Ba Đình, Hà Nội","24,5 tỷ",83 m²,6 phòng,7 phòng,,,Sổ đỏ/ Sổ hồng,,,,
https://batdongsan.com.vn/ban-nha-mat-pho-pho-hang-buom-phuong-hang-buom/ban-toa-khach-san-co-306m-262-ty-thiet-ke-sang-trong-dong-tien-khung-26ty-nam-pr42301253,"Phố Hàng Buồm, Phường Hàng Buồm, Hoàn Kiếm, Hà Nội",262 tỷ,306 m²,45 phòng,50 phòng,10 m,,Sổ đỏ/ Sổ hồng,Đầy đủ,7 tầng,,
https://batdongsan.com.vn/ban-nha-rieng-duong-doi-can-phuong-doi-can/ban-8-3-ty-36m2-moi-thang-may-gan-pho-2-thoang-pr43135863,"Đường Đội Cấn, Phường Đội Cấn, Ba Đình, Hà Nội","8,3 tỷ",36 m²,4 phòng,5 phòng,,,Sổ đỏ/ Sổ hồng,,6 tầng,,
https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-van-huyen-phuong-nghia-tan-3/ban-phan-lo-19-5-ty-thang-may-moi-kinh-doanh-pr43135862,"Đường Nguyễn Văn Huyên, Phường Nghĩa Tân, Cầu Giấy, Hà Nội","19,5 tỷ",50 m²,5 phòng,5 phòng,,,Sổ đỏ/ Sổ hồng,Đầy đủ,7 tầng,,
https://batdongsan.com.vn/ban-nha-rieng-pho-ha-dinh-phuong-ha-dinh/ban-tai-7-5-ty-34m-xay-5-tang-moi-gan-duong-nguyen-trai-vanh-dai-3-pr42572381,"Phố Hạ Đình, Phường Hạ Đình, Thanh Xuân, Hà Nội","7,5 tỷ",34 m²,3 phòng,4 phòng,4 m,3 m,Sổ đỏ/ Sổ hồng,Đầy đủ,5 tầng,Đông - Nam,Đông - Nam
https://batdongsan.com.vn/ban-nha-rieng-duong-dai-mo-phuong-dai-mo/ban-nga-tu-van-phuc-oto-ngu-trong-59m-x-4t-gia-7-8-ty-pr43069008,"Đường Đại Mỗ, Phường Đại Mỗ, Nam Từ Liêm, Hà Nội","7,8 tỷ",59 m²,4 phòng,3 phòng,"3,5 m",4 m,Sổ đỏ/ Sổ hồng,,4 tầng,Nam,Nam
https://batdongsan.com.vn/ban-nha-rieng-pho-vu-tong-phan-phuong-khuong-trung/ban-gan-nga-tu-so-42-45m-x-7t-gia-12-8-ty-pr42900605,"Phố Vũ Tông Phan, Phường Khương Trung, Thanh Xuân, Hà Nội","12,8 tỷ",42 m²,4 phòng,6 phòng,"5,5 m",4 m,Sổ đỏ/ Sổ hồng,Đầy đủ,7 tầng,Nam,Nam
https://batdongsan.com.vn/ban-nha-rieng-duong-huu-hung-phuong-dai-mo/-dep-phan-lo-pho-hiu-dt-31m-5-tang-4-5-ty-gan-o-to-tranh-pr42456574,"Đường Hữu Hưng, Phường Đại Mỗ, Nam Từ Liêm, Hà Nội","5,4 tỷ",31 m²,3 phòng,4 phòng,"3,5 m","2,2 m",Sổ đỏ/ Sổ hồng,Cơ bản,5 tầng,,
https://batdongsan.com.vn/ban-nha-rieng-duong-phu-dien-phuong-phu-dien/ban-dat-mat-ngo-o-to-tranh-via-he-kinh-doanh-pho-bac-tu-liem-45m2-gia-ban-10-8-ty-pr43005498,"Đường Phú Diễn, Phường Phú Diễn, Bắc Từ Liêm, Hà Nội","10,8 tỷ",45 m²,1 phòng,1 phòng,4 m,8 m,Sổ đỏ/ Sổ hồng,Không nội thất,1 tầng,,
https://batdongsan.com.vn/ban-nha-rieng-phuong-co-nhue-2/phan-lo-o-to-tt-cuc-do-luong-2-bac-tu-liem-50m2-6-tang-mt5m-o-cuc-dep-gia-ban-13-5-ty-pr43031984,"Cổ Nhuế 2, Bắc Từ Liêm, Hà Nội","13,5 tỷ",50 m²,6 phòng,5 phòng,5 m,7 m,Sổ đỏ/ Sổ hồng,,6 tầng,,
https://batdongsan.com.vn/ban-nha-rieng-duong-tran-quoc-vuong-phuong-dich-vong-hau/phan-lo-pho-cau-giay-30m2-5-tang-mt3-5m-moi-o-cuc-dep-gia-ban-7-3-ty-pr43091308,"Đường Trần Quốc Vượng, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội","7,3 tỷ",30 m²,3 phòng,4 phòng,"3,5 m",3 m,Sổ đỏ/ Sổ hồng,Đầy đủ,5 tầng,,
https://batdongsan.com.vn/ban-nha-rieng-duong-tran-quoc-vuong-phuong-dich-vong-hau/ban-pho-cau-giay-30m2-5-tang-dan-xay-tien-ich-day-du-gia-ban-6-ty-pr43065290,"Đường Trần Quốc Vượng, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",6 tỷ,30 m²,3 phòng,4 phòng,4 m,3 m,Sổ đỏ/ Sổ hồng,,5 tầng,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-to-huu-phuong-trung-van-prj-ecolife-capitol/ban-3pn-2wc-gia-uu-dai-tai-111m2-nam-tu-liem-ha-noi-pr43135846,"Ecolife Capitol, Đường Tố Hữu, Phường Trung Văn, Quận Nam Từ Liêm, Hà Nội",8 tỷ,111 m²,3 phòng,2 phòng,,,Sổ đỏ/ Sổ hồng,Đầy đủ,,Tây - Bắc,Đông - Nam
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-tay-mo-phuong-tay-mo-prj-dream-town/ban-cc-dep-xuat-sac-tai-6-15-ty-124m2-pr43135843,"Dream Town, đường Tây Mỗ, Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội","6,15 tỷ",124 m²,4 phòng,3 phòng,,,Sổ đỏ/ Sổ hồng,Đầy đủ,,Tây - Bắc,Đông - Nam
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-tay-mo-phuong-tay-mo-prj-dream-town/ban-4pn-dep-tai-nam-tu-liem-ha-noi-6-ty-vnd-124m2-pr43135840,"Dream Town, Đường Tây Mỗ, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội",6 tỷ,124 m²,4 phòng,3 phòng,,,Sổ đỏ/ Sổ hồng,Đầy đủ,,Tây - Bắc,Đông - Nam
https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-tay-mo-prj-vinhomes-smart-city/co-1-0-2-2pn-61m2-full-noi-that-2-18-ty-so-lau-dai-gan-my-dinh-khau-q-nam-tu-liem-pr37966992,"Dự án Vinhomes Smart City, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội.","3,9 tỷ",64 m²,2 phòng,2 phòng,,,Sổ đỏ/ Sổ hồng,Đầy đủ - Nhà đã làm nội thất đẹp gỗ đắt tiền - Tình trạng còn gần như mới.,,,
https://batdongsan.com.vn/ban-nha-rieng-pho-chua-lang-phuong-lang-thuong/-dong-da-moi-5-tang-x-35m-ngo-rong-gia-re-gia-6-5-ty-pr43009201,"Phố Chùa Láng, Phường Láng Thượng, Đống Đa, Hà Nội","6,5 tỷ",35 m²,3 phòng,4 phòng,4 m,3 m,Sổ đỏ/ Sổ hồng,Đầy đủ,5 tầng,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-xien-xa-tan-trieu-prj-eco-green-city/ban-cc-4-7-ty-67m2-dep-nhieu-tien-ich-hot-lh-pr43135828,"Eco Green City, Đường Nguyễn Xiển, Xã Tân Triều, Huyện Thanh Trì, Hà Nội","4,7 tỷ",67 m²,2 phòng,2 phòng,,,Sổ đỏ/ Sổ hồng,Đầy đủ,,Tây - Bắc,Đông - Nam
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-quang-trung-phuong-quang-trung-17-prj-toa-thap-thien-nien-ky-hatay-millennium/ban-1pn-1wc-63m2-tai-ha-dong-gia-tot-pr43135825,"Tòa Tháp Thiên Niên Kỷ, Đường Quang Trung, Phường Quang Trung, Hà Đông, Hà Nội",4 tỷ,63 m²,1 phòng,1 phòng,,,Sổ đỏ/ Sổ hồng,Đầy đủ,,Tây - Bắc,Đông - Nam
https://batdongsan.com.vn/ban-nha-rieng-duong-lac-thi-xa-ngoc-hoi-1/-san-5-tang-moi-xay-cach-10m-ra-lon-o-to-ngu-trong-nhinh-6-ty-lh-pr42289344,"Đường Lạc Thị, Xã Ngọc Hồi, Thanh Trì, Hà Nội","6,15 tỷ","38,6 m²",4 phòng,4 phòng,"3,7 m",3 m,Sổ đỏ/ Sổ hồng,Cơ bản,5 tầng,Đông,Nam
https://batdongsan.com.vn/ban-nha-rieng-duong-ngu-hiep-xa-ngu-hiep-1/chi-4-x-ty-canh-tecco-thanh-tri-50m-4-tang-o-to-tai-do-cong-pr42776990,"Đường Ngũ Hiệp, Xã Ngũ Hiệp, Thanh Trì, Hà Nội","4,85 tỷ",50 m²,4 phòng,3 phòng,,6 m,Sổ đỏ/ Sổ hồng,Cơ bản,4 tầng,Nam,
https://batdongsan.com.vn/ban-nha-rieng-duong-tam-trinh-phuong-vinh-tuy/chinh-chu-gui-b-a-n-hoang-mai-ngo-thong-oto-dung-do-2-thoang-pr43070085,"Đường Tam Trinh, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội","10,8 tỷ",48 m²,6 phòng,4 phòng,"3,1 m",4 m,Sổ đỏ/ Sổ hồng,Cơ bản,4 tầng,Tây,Tây
https://batdongsan.com.vn/ban-nha-rieng-duong-tran-khat-chan-phuong-bach-dang/-38-5m-lo-goc-thang-may-chi-nhinh-8xu-pr42932029,"Đường Trần Khát Chân, Phường Bạch Đằng, Hai Bà Trưng, Hà Nội","8,65 tỷ","38,5 m²",3 phòng,4 phòng,,,Sổ đỏ/ Sổ hồng,Đầy đủ,5 tầng,Đông - Bắc,Đông - Bắc
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-to-huu-phuong-trung-van-prj-ecolife-capitol/ban-gap-cc-7-ty-vnd-111m2-3pn-2wc-nam-tu-liem-ha-noi-lh-pr43135817,"Ecolife Capitol, Đường Tố Hữu, Phường Trung Văn, Nam Từ Liêm, Hà Nội",7 tỷ,111 m²,3 phòng,2 phòng,,,Sổ đỏ/ Sổ hồng,Đầy đủ,,Tây - Bắc,Đông - Nam
https://batdongsan.com.vn/ban-nha-mat-pho-phuong-long-bien/lien-he-ngay-em-hue-098442biet-thu-san-vuon-lo-goc-tien-sieu-khung-don-dau-cau-tran-hung-dao-pr43028577,"Phường Long Biên, Long Biên, Hà Nội","22,5 tỷ",126 m²,,,12 m,,,Nội thất cao cấp.,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-pham-van-dong-phuong-mai-dich-prj-chung-cu-the-nine/hot-ban-cc-cau-giay-108-m2-3-ngu-day-du-noi-that-gia-that-chi-7-ty-pr39448194,"The Nine, 9, Đường Phạm Văn Đồng, Phường Mai Dịch, Cầu Giấy, Hà Nội","7,95 tỷ",91 m²,3 phòng,2 phòng,,,Sổ đỏ/ Sổ hồng,Đầy đủ,,Tây - Bắc,Đông - Nam
https://batdongsan.com.vn/ban-nha-rieng-pho-phuong-mai-phuong-phuong-mai/ban-dong-tac-dong-da-ngo-thong-kd-nho-moi-dep-6-tang-nhinh-7-ty-pr43135811,"Phố Phương Mai, Phường Phương Mai, Đống Đa, Hà Nội","7,2 tỷ",30 m²,4 phòng,4 phòng,4 m,4 m,Sổ đỏ/ Sổ hồng,Đầy đủ,6 tầng,,
https://batdongsan.com.vn/ban-nha-rieng-phuong-hoang-van-thu-4/trung-tam-quan-phan-lo-o-to-thang-may-kinh-doanh-ngo-dep-tien-ich-bat-ngan-full-noi-t-pr43034492,"Phường Hoàng Văn Thụ, Hoàng Mai, Hà Nội","18,8 tỷ",50 m²,,4 phòng,"4,2 m",,Sổ đỏ,Full nội thất.,6 tầng,,
https://batdongsan.com.vn/ban-nha-rieng-phuong-hoang-van-thu-4/ban-phan-lo-lien-ke-ho-den-lu-lo-o-to-vao-ngo-thong-tu-phia-thoang-khe-thoang-pr42899879,"Phường Hoàng Văn Thụ, Hoàng Mai, Hà Nội","18,8 tỷ",52 m²,,,,,,,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-pham-van-bach-phuong-yen-hoa-2-prj-golden-park-tower/-ban-95m2-3pn-tai-full-nt-gia-7-8-ty-co-tl-pr40882770,"Dự án Golden Park Tower, Đường Phạm Văn Bạch, Phường Yên Hòa, Cầu Giấy, Hà Nội","7,8 tỷ",95 m²,3 phòng,2 phòng,,,Sổ đỏ/ Sổ hồng,Đầy đủ,,Tây - Nam,Đông - Bắc
https://batdongsan.com.vn/ban-can-ho-chung-cu-pho-hoang-cau-phuong-o-cho-dua-prj-d-le-pont-dor-hoang-cau/so-huu-bau-troi-rieng-penthouse-tuyet-my-tai-tan-minh-36-lh-pr43095448,"D’. Le Pont D’or - Hoàng Cầu, Hoàng Cầu, Ô Chợ Dừa, Đống Đa, Hà Nội",40 tỷ,406 m²,4 phòng,4 phòng,,,Sổ đỏ/ Sổ hồng,"Nội thất nhập khẩu nguyên khối, chuẩn phong cách châu Âu.",,Tây - Bắc,Đông - Nam
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-cau-giay-phuong-quan-hoa-prj-cau-giay-center-point/hiem-co-kho-tim-85-5m2-3pn-hai-mat-thoang-tang-trung-giua-trung-tam-gia-chi-7-ty-pr42910660,"Cầu Giấy Center Point, 110, Đường Cầu Giấy, Phường Quan Hoa, Cầu Giấy, Hà Nội",7 tỷ,"85,5 m²",3 phòng,2 phòng,,,Sổ đỏ/ Sổ hồng,Đầy đủ,,Tây - Bắc,Đông - Nam
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-me-tri-phuong-me-tri-prj-golden-palace/penthouse-365m-5pn-noi-that-cao-cap-san-vuon-tren-cao-gia-30-ty-lh-pr42971595,"Dự án Golden Palace, đường Mễ Trì, Phường Mễ Trì, Nam Từ Liêm, Hà Nội",30 tỷ,365 m²,5 phòng,5 phòng,,,Sổ đỏ/ Sổ hồng,Đầy đủ,,Tây - Bắc,Đông - Nam
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-huy-tuong-phuong-thanh-xuan-trung-prj-pvv-vinapharm-60b-nguyen-huy-tuong/ban-gap-97m-tai-gia-6-5-tot-nhat-khu-vuc-lh-pr43110942,"PVV-Vinapharm 60B Nguyễn Huy Tưởng, Nguyễn Huy Tưởng, Thanh Xuân Trung, Thanh Xuân, Hà Nội","6,5 tỷ",97 m²,3 phòng,2 phòng,,,Sổ đỏ/ Sổ hồng,Cơ bản,,Tây - Bắc,Đông - Nam
