Link,Địa chỉ,Mức giá,Diện tích,Số phòng ngủ,"Số phòng tắm, vệ sinh",Số tầng,Pháp lý,Nội thất,Mặt tiền,Đường vào,Hướng nhà,Hướng ban công
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-tran-dang-ninh-phuong-dich-vong-prj-kdt-lang-quoc-te-thang-long/chinh-chu-ban-ch-dt-97m-2pn-full-nt-sdcc-hon-6-ty-o971530620-pr41373344,"KĐT Làng Quốc tế Thăng Long, Trần Đăng Ninh, Dịch Vọng, Cầu Giấy, Hà Nội",6 tỷ,97 m²,2 phòng,2 phòng,,Sổ đỏ/ Sổ hồng,,,,,
https://batdongsan.com.vn/ban-nha-rieng-duong-lac-long-quan-phuong-nghia-do-1/ban-khu-trung-tam-gia-hop-ly-dien-tich-30m2-gia-6-6-ty-pr42809461,"Đường Lạc Long Quân, Phường Nghĩa Đô, Cầu Giấy, Hà Nội","7,3 tỷ",30 m²,2 phòng,,4 tầng,Sổ đỏ/ Sổ hồng,,,,,
https://batdongsan.com.vn/ban-dat-duong-ngoc-thuy-phuong-ngoc-thuy/ban-tai-dinh-cu-dt-44m-mt-3-7m-sat-cong-vien-via-he-o-to-do-pr43129991,"Đường Ngọc Thụy, Phường Ngọc Thụy, Long Biên, Hà Nội","14,5 tỷ",44 m²,,,,Sổ đỏ/ Sổ hồng,,"3,7 m",12 m,,
https://batdongsan.com.vn/ban-nha-mat-pho-duong-cau-giay-phuong-ngoc-khanh/vip-lon-vi-tri-dac-dia-kinh-doanh-cuc-tot-ba-dinh-43m2-chi-15-x-ty-pr43101853,"Đường Cầu Giấy, Phường Ngọc Khánh, Ba Đình, Hà Nội","15,8 tỷ",45 m²,3 phòng,3 phòng,3 tầng,Sổ đỏ/ Sổ hồng,,"5,2 m",,,
https://batdongsan.com.vn/ban-nha-rieng-pho-ngoc-khanh-phuong-ngoc-khanh/ban-ba-dinh-dan-xay-tam-huyet-5-tang-gan-56m2-pr43130138,"Phố Ngọc Khánh, Phường Ngọc Khánh, Ba Đình, Hà Nội",Thỏa thuận,56 m²,,,5 tầng,Sổ đỏ,,,,,
https://batdongsan.com.vn/ban-nha-rieng-duong-lac-long-quan-phuong-xuan-la/ban-moi-dan-xay-tay-ho-40m2-x-5t-mt4-16-ty-o-to-3-thoang-kd-vp-tuyet-pr43129770,"Đường Lạc Long Quân, Phường Xuân La, Tây Hồ, Hà Nội",16 tỷ,40 m²,4 phòng,4 phòng,5 tầng,Sổ đỏ/ Sổ hồng,,4 m,5 m,,
https://batdongsan.com.vn/ban-kho-nha-xuong-xa-tan-lap-24-prj-khu-dan-cu-tan-lap/chinh-chu-cho-thue-doc-445m-cach-vin-phuong-chi-100m-chi-60-000-pr43130131,"Xã Tân Lập, Đan Phượng, Hà Nội",60 nghìn/m²,445 m²,,,,,,,,,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-xa-duong-xa-prj-vinhomes-ocean-park-gia-lam/ban-song-lap-sao-bien-sb21-08-gan-bien-ho-p-tttm-vincom-lam-pr42946500,"Dự án Vinhomes Ocean Park Gia Lâm, Xã Dương Xá, Gia Lâm, Hà Nội","28,5 tỷ","148,5 m²",3 phòng,2 phòng,3 tầng,Sổ đỏ/ Sổ hồng,Cơ bản,"8,25 m",13 m,Đông - Nam,
https://batdongsan.com.vn/ban-nha-rieng-duong-phuc-loi-phuong-phuc-loi/-dan-xay-moi-dep-no-hau-37m2-5-35-ty-trung-tam-tien-ich-1-buoc-chan-gia-tot-pr43020720,"Đường Phúc Lợi, Phường Phúc Lợi, Long Biên, Hà Nội","5,35 tỷ",37 m²,3 phòng,3 phòng,5 tầng,Sổ đỏ/ Sổ hồng,Đầy đủ,"4,2 m","2,5 m",,
https://batdongsan.com.vn/ban-nha-rieng-duong-hoang-van-thai-phuong-khuong-mai/ban-rat-gan-oto-30m2-5-tang-tai-thanh-xuan-gia-cuc-chat-6-9-ty-pr43129716,"Đường Hoàng Văn Thái, Phường Khương Mai, Thanh Xuân, Hà Nội","6,9 tỷ",30 m²,4 phòng,4 phòng,5 tầng,,Nội thất full.,,,,
https://batdongsan.com.vn/ban-nha-rieng-duong-trung-phung-phuong-kim-lien/toi-chinh-chu-ban-pho-dong-da-gia-8-48-ty-dtsd-36m-x6t-pr43129972,"Đường Trung Phụng, Phường Kim Liên, Đống Đa, Hà Nội","8,48 tỷ",36 m²,5 phòng,5 phòng,6 tầng,Sổ đỏ/ Sổ hồng,,,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-70-2-phuong-dai-mo-prj-flc-premier-parc-dai-mo/ban-3pn-2vs-day-du-noi-that-105m2-gia-7-4-ty-ht-vay-0-18-thang-ck5-von-chi-1-9-ty-pr43130121,"FLC Premier Parc Đại Mỗ, 70, Đại Mỗ, Nam Từ Liêm, Hà Nội","7,4 tỷ",105 m²,,,,Sổ đỏ/ Sổ hồng,Đầy đủ,,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-ho-tung-mau-phuong-phu-dien-prj-goldmark-city/chinh-chu-gui-ban-100m2-3pn-2vs-6-x-ty-pr43129962,"Goldmark City, Hồ Tùng Mậu, Phú Diễn, Bắc Từ Liêm, Hà Nội",6 tỷ,100 m²,3 phòng,2 phòng,,Sổ đỏ/ Sổ hồng,Đầy đủ,,,Tây - Bắc,Đông - Nam
https://batdongsan.com.vn/ban-nha-rieng-duong-thanh-lan-phuong-vinh-hung-2/ban-nr-3pn-3wc-32m2-gia-tot-tai-hoang-mai-ha-noi-pr43030481,"Đường Thanh Lân, Phường Vĩnh Hưng, Hoàng Mai, Hà Nội","5,6 tỷ",32 m²,3 phòng,3 phòng,4 tầng,Sổ đỏ/ Sổ hồng,Đầy đủ,"3,5 m",3 m,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-dong-du-1-thi-tran-trau-quy-prj-the-zenpark/em-hang-gui-den-khach-mua-nha-tai-vinhomes-ocean-park-gia-re-tang-dep-view-dep-cat-lo-pr41534950,"Dự án The Zenpark, Đường Đông Dư, Thị trấn Trâu Quỳ, Gia Lâm, Hà Nội",Thỏa thuận,59 m²,2 phòng,1 phòng,,Sổ đỏ/ Sổ hồng.,,,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-tay-mo-prj-vinhomes-smart-city/cap-nhat-quy-chuyen-nhuong-gia-tot-thuoc-cac-phan-khu-cao-cap-cua-du-an-city-pr43130119?c=d1,"Dự án Vinhomes Smart City , Phường Tây Mỗ, Nam Từ Liêm, Hà Nội","4,5 tỷ",74 m²,3 phòng,2 phòng,,Sổ đỏ/ Sổ hồng,Đầy đủ,,,Tây - Bắc,Đông - Nam
https://batdongsan.com.vn/ban-can-ho-chung-cu-pho-hoang-dao-thuy-phuong-trung-hoa-4-prj-n04-kdt-dong-nam-tran-duy-hung/ban-3pn-dt-128m2-ban-cong-dn-udic-complex-gia-45-tr-m2-lh-pr38183168,"Dự án N04 Trần Duy Hưng, Phố Hoàng Đạo Thúy, Phường Trung Hòa, Cầu Giấy, Hà Nội",10 tỷ,128 m²,3 phòng,2 phòng,,Sổ đỏ/ Sổ hồng,Đầy đủ,,,Tây - Bắc,Đông - Nam
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-vu-pham-ham-phuong-yen-hoa-2-prj-hdi-homes-vu-pham-ham/ban-gap-bt-tai-41-5-ty-98m2-thiet-hien-dai-cho-thue-co-dong-tien-luon-pr43129958,"HDI Homes Vũ Phạm Hàm, Đường Vũ Phạm Hàm, Phường Yên Hòa, Quận Cầu Giấy, Hà Nội","41,5 tỷ",98 m²,,,,,,,,,
https://batdongsan.com.vn/ban-nha-mat-pho-duong-thanh-am-phuong-thuong-thanh-1/ban-46m2-3-tang-9-9-ty-kinh-doanh-o-to-vao-doi-dien-truong-quoc-te-pr42939454,"Đường Thanh Am, Phường Thượng Thanh, Long Biên, Hà Nội","9,9 tỷ",46 m²,3 phòng,3 phòng,3 tầng,Sổ đỏ/ Sổ hồng,Cơ bản,"3,6 m",10 m,,
https://batdongsan.com.vn/ban-nha-rieng-duong-chu-huy-man-phuong-phuc-dong/-long-bien-70m2-5-tang-thang-may-gara-o-to-7-cho-kinh-doanh-12-3-ty-pr42701331,"Đường Chu Huy Mân, Phường Phúc Đồng, Long Biên, Hà Nội","12,3 tỷ",70 m²,5 phòng,6 phòng,,Sổ đỏ/ Sổ hồng,Đầy đủ,,"4,5 m",,
https://batdongsan.com.vn/ban-can-ho-chung-cu-pho-hoang-dao-thuy-phuong-trung-hoa-4-prj-n04-kdt-dong-nam-tran-duy-hung/chinh-chu-ban-2pn-dt95m2-udic-complex-gia-3-8-ty-lh-0965551255-pr31389267,"Dự án N04 Trần Duy Hưng, Phố Hoàng Đạo Thúy, Phường Trung Hòa, Cầu Giấy, Hà Nội",8 tỷ,95 m²,3 phòng,2 phòng,,Sổ đỏ/ Sổ hồng,,,,Tây - Nam,Đông - Bắc
https://batdongsan.com.vn/ban-can-ho-chung-cu-pho-hoang-dao-thuy-phuong-trung-hoa-4-prj-n04-kdt-dong-nam-tran-duy-hung/ban-3pn-dt128m-ban-cong-dn-udic-complex-gia-38tr-m2-lh-0965551255-pr29418324,"Dự án N04 Trần Duy Hưng, Phố Hoàng Đạo Thúy, Phường Trung Hòa, Cầu Giấy, Hà Nội",10 tỷ,128 m²,3 phòng,2 phòng,,Sổ đỏ/ Sổ hồng,,,,Tây - Bắc,Đông - Nam
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-le-van-luong-phuong-nhan-chinh-prj-the-diamond-residence/-chu-ban-3pn-dt105m2-goldmark-city-gia-11-ty-lh-pr42786020,"The Diamond Residence, Lê Văn Lương, Nhân Chính, Thanh Xuân, Hà Nội",11 tỷ,105 m²,3 phòng,2 phòng,,Sổ đỏ/ Sổ hồng,,,,Tây - Nam,Đông - Bắc
https://batdongsan.com.vn/ban-nha-rieng-phuong-lieu-giai/cuc-hiem-ban-giang-van-minh-o-to-vao-62m2-6-tang-thang-may-4-5m-mat-tien-22-ty-pr42772257,"Phường Liễu Giai, Ba Đình, Hà Nội","22,3 tỷ",65 m²,,,6 tầng,Sổ đỏ/ Sổ hồng,Đầy đủ,"4,5 m",5 m,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-pho-le-van-thiem-phuong-thanh-xuan-trung-prj-bohemia-residence/chinh-chu-ban-2pn-ban-cong-dong-nam-dt-85-17m2-2-7-ty-bao-phi-pr25988498,"Dự án Bohemia Residence, số 2 Phố Lê Văn Thiêm, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội","6,5 tỷ",86 m²,2 phòng,2 phòng,,Sổ đỏ/ Sổ hồng,Đầy đủ,,,Tây - Bắc,Đông - Nam
https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-trai-phuong-khuong-trung/ban-lien-ke-ngo-19-nga-tu-so-92m2x6t-thang-may-moi-o-dang-cap-pr43129651,"Ngõ 19, Đường Nguyễn Trãi, Phường Khương Trung, Thanh Xuân, Hà Nội","36,3 tỷ",92 m²,6 phòng,4 phòng,6 tầng,Sổ đỏ/ Sổ hồng,Đầy đủ,"5,5 m",6 m,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-pho-hoang-dao-thuy-phuong-trung-hoa-4-prj-n04-kdt-dong-nam-tran-duy-hung/ban-128m-ang-san-so-do-co-slot-o-to-tro-vay-nh-85-trieu-m-co-tl-pr43129946,"N04 - KĐT Đông Nam Trần Duy Hưng, Hoàng Đạo Thúy, Trung Hòa, Cầu Giấy, Hà Nội",85 triệu/m²,128 m²,3 phòng,2 phòng,,Sổ đỏ/ Sổ hồng,Đầy đủ,,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-trai-phuong-thuong-dinh-prj-royal-city/chinh-chu-ban-2pn-dt72m2-gia-6-5-ty-bao-phi-lh-pr40675678,"Dự án Royal City, Đường Nguyễn Trãi, Phường Thượng Đình, Thanh Xuân, Hà Nội",9 tỷ,105 m²,2 phòng,2 phòng,,Sổ đỏ/ Sổ hồng,,,,Tây - Bắc,Đông - Nam
https://batdongsan.com.vn/ban-nha-rieng-duong-phu-dien-phuong-phu-dien/ban-toa-chung-cu-mini-10-ty-7-tang-thang-may-dong-tien-on-dinh-pccc-dat-chuan-ngo-oto-pr43005888,"Đường Phú Diễn, Phường Phú Diễn, Bắc Từ Liêm, Hà Nội",10 tỷ,53 m²,12 phòng,12 phòng,7 tầng,Sổ đỏ/ Sổ hồng,Đầy đủ nội thất.,,,Đông - Nam,Đông - Nam
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-ho-tung-mau-phuong-phu-dien-prj-goldmark-city/ban-nhanh-100m2-3pn-2vs-goldamrk-6-x-ty-pr43129935,"Goldmark City, Hồ Tùng Mậu, Phú Diễn, Bắc Từ Liêm, Hà Nội","6,3 tỷ",100 m²,3 phòng,2 phòng,,Sổ đỏ/ Sổ hồng,Đầy đủ,,,Đông - Bắc,Tây - Nam
https://batdongsan.com.vn/ban-nha-rieng-duong-ham-nghi-phuong-cau-dien/ban-dep-trung-tam-my-dinh-vinhomes-o-to-vao-view-cuc-dep-pr42888320,"Đường Hàm Nghi, Phường Cầu Diễn, Nam Từ Liêm, Hà Nội","9,6 tỷ",62 m²,4 phòng,3 phòng,4 tầng,Sổ đỏ/ Sổ hồng,Đầy đủ,5 m,4 m,Đông - Nam,
https://batdongsan.com.vn/ban-can-ho-chung-cu-pho-tran-quy-kien-phuong-dich-vong-prj-khu-do-thi-moi-dich-vong/chinh-chu-ban-2pn-dt54m2-toa-n07-gia-3-5-ty-bao-phi-lh-pr41115465,"Dự án ĐTM Dịch Vọng, Phố Trần Quý Kiên, Phường Dịch Vọng, Cầu Giấy, Hà Nội","5,2 tỷ",70 m²,2 phòng,2 phòng,,Sổ đỏ/ Sổ hồng,Đầy đủ.,,,,Đông - Nam
https://batdongsan.com.vn/ban-nha-rieng-duong-tam-trinh-phuong-yen-so/ban-50m-x-4-tang-moi-xay-4pn-weir-ho-oto-tranh-20m-do-ngay-dem-6-6-ty-pr43077259,"Đường Tam Trinh, Phường Yên Sở, Hoàng Mai, Hà Nội","6,6 tỷ",50 m²,4 phòng,,4 tầng,Sổ đỏ/ Sổ hồng,,"3,8 m",,,
https://batdongsan.com.vn/ban-nha-rieng-pho-quan-nhan-phuong-khuong-trung/chinh-chu-ban-n-thanh-xuan-dt-35m-mt-5-8m-5t-moi-xay-dep-full-noi-that-vi-tri-dep-pr43129646,"Phố Quan Nhân, Phường Khương Trung, Thanh Xuân, Hà Nội","6,5 tỷ",35 m²,4 phòng,4 phòng,5 tầng,Sổ đỏ/ Sổ hồng,Full nội thất.,"5,8 m",,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-le-van-luong-phuong-nhan-chinh-prj-the-golden-palm-le-van-luong/ban-2pn-day-du-noi-that-81-1m2-o-21-gia-3-0-ty-bao-phi-pr25545066,"Dự án The Golden Palm Lê Văn Lương, 21 Đường Lê Văn Lương, Phường Nhân Chính, Thanh Xuân, Hà Nội",10 tỷ,119 m²,3 phòng,2 phòng,,Sổ đỏ/ Sổ hồng,Đầy đủ,,,Tây - Bắc,Đông - Nam
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-thi-tran-trau-quy-prj-eurowindow-twin-parks/ban-suat-ngoai-giao-gia-lam-192-5m2-gia-33-ty-pr43129919,"Eurowindow Twin Parks, Trâu Quỳ, Gia Lâm, Hà Nội",33 tỷ,"192,5 m²",5 phòng,5 phòng,3 tầng,Sổ đỏ/ Sổ hồng,Không nội thất,11 m,15 m,Tây - Nam,Tây - Nam
https://batdongsan.com.vn/ban-nha-mat-pho-pho-kim-ma-phuong-lieu-giai/sieu-cuc-soc-trung-tam-ba-dinh-lo-goc-chinh-chu-can-ban-gap-sieu-re-pr43129623,"Phố Kim Mã, Phường Liễu Giai, Ba Đình, Hà Nội",52 tỷ,90 m²,,,5 tầng,Sổ đỏ/ Sổ hồng,,"6,8 m",,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-ham-nghi-phuong-cau-dien-prj-vinhomes-gardenia/ban-3pn-2wc-tai-vinmes-9-2-ty-110m2-pr42546804,"Dự án Vinhomes Gardenia, Đường Hàm Nghi, Phường Cầu Diễn, Nam Từ Liêm, Hà Nội","9,2 tỷ",110 m²,3 phòng,2 phòng,,Sổ đỏ/ Sổ hồng,Đầy đủ,,,Đông - Nam,Tây - Bắc
https://batdongsan.com.vn/ban-nha-mat-pho-pho-xa-dan-phuong-o-cho-dua/-tien-8m-lo-goc-68m2-6-tang-no-hau-vi-tri-thuong-hieu-kinh-doanh-pr42669037,"Phố Xã Đàn, Phường Ô Chợ Dừa, Đống Đa, Hà Nội",62 tỷ,68 m²,7 phòng,7 phòng,6 tầng,Sổ đỏ/ Sổ hồng,Đầy đủ,8 m,20 m,,
https://batdongsan.com.vn/ban-nha-mat-pho-pho-xa-dan-phuong-o-cho-dua/-125m2-7-tang-tien-4-5m-no-hau-2-tien-truoc-va-sau-pr42691787,"Phố Xã Đàn, Phường Ô Chợ Dừa, Đống Đa, Hà Nội","77,5 tỷ",125 m²,7 phòng,7 phòng,7 tầng,Sổ đỏ/ Sổ hồng,Đầy đủ,"4,5 m",50 m,,
https://batdongsan.com.vn/ban-nha-rieng-duong-thuy-khue-phuong-lieu-giai/mat-tien-7m-50m2-7-tang-lo-goc-oto-vao-dep-ma-gia-tot-pr43001829,"Đường Thụy Khuê, Phường Liễu Giai, Ba Đình, Hà Nội","15,5 tỷ",50 m²,7 phòng,7 phòng,7 tầng,Sổ đỏ/ Sổ hồng,Đầy đủ,7 m,5 m,,
https://batdongsan.com.vn/ban-nha-rieng-duong-hoang-quoc-viet-phuong-nghia-do-1/mat-ngo-8m-56m2-4-tang-oto-tranh-co-via-he-gia-tot-pr43072521,"Đường Hoàng Quốc Việt, Phường Nghĩa Đô, Cầu Giấy, Hà Nội","17,3 tỷ",58 m²,4 phòng,4 phòng,4 tầng,Sổ đỏ/ Sổ hồng,Đầy đủ,4 m,8 m,,
https://batdongsan.com.vn/ban-nha-rieng-xa-hung-dao_1/-gia-tot-tai-dai-thanh-quoc-oai-dien-tich-rong-rai-phu-hop-cho-dai-gia-dinh-kh-khong-nen-bo-lo-pr43079774,"Xã Hưng Đạo, Quốc Oai, Hà Nội","3,55 tỷ",48 m²,3 phòng,3 phòng,3 tầng,Sổ đỏ/ Sổ hồng.,,,"2,5 m",Đông - Nam,Đông - Nam
https://batdongsan.com.vn/ban-nha-rieng-duong-doi-can-phuong-lieu-giai/ban-50m2-co-thiet-ke-full-noi-that-xin-co-gu-o-ngay-xem-la-chot-pr43130079,"Đường Đội Cấn, Phường Liễu Giai, Ba Đình, Hà Nội","12,9 tỷ",50 m²,3 phòng,4 phòng,5 tầng,Sổ đỏ/ Sổ hồng,Đầy đủ,"4,1 m",3 m,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-trai-phuong-thuong-dinh-prj-royal-city/-ban-gap-131m-3n2wc-lo-goc-nha-sua-dep-lh-pr42410006,"Royal City, Đường Nguyễn Trãi, Phường Thượng Đình, Thanh Xuân, Hà Nội","11,5 tỷ",131 m²,3 phòng,2 phòng,,Sổ đỏ/ Sổ hồng,,,,Đông,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-ho-tung-mau-phuong-phu-dien-prj-goldmark-city/-ban-3pn-2vs-100m2-6-x-ty-pr43129914,"Goldmark City, Hồ Tùng Mậu, Phú Diễn, Bắc Từ Liêm, Hà Nội","6,3 tỷ",100 m²,3 phòng,2 phòng,,Sổ đỏ/ Sổ hồng,Đầy đủ,,,Đông - Bắc,Tây - Nam
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-xa-thanh-liet-prj-the-eden-rose/chinh-chu-ban-cat-lo-can-lo-goc-sieu-pham-du-an-dien-tich-130m2-so-sang-ten-pr39448396,"Dự án The Eden Rose, Xã Thanh Liệt, Thanh Trì, Hà Nội",26 tỷ,120 m²,,,,Sổ đỏ,,,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-pho-lieu-giai-phuong-ngoc-khanh-prj-vinhomes-metropolis-lieu-giai/chinh-chu-ban-pentueses-vinmes-so-29-ba-dinh-dien-tich-360mv-pr43129930,"Vinhomes Metropolis - Liễu Giai, số 29, Phố Liễu Giai, Phường Ngọc Khánh, Ba Đình, Hà Nội",92 tỷ,360 m²,,,,Sổ đỏ/ Sổ hồng,,,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-huy-tuong-phuong-thanh-xuan-trung-prj-phu-gia-residence/chinh-chu-ban-goc-116m-3-ngu-full-noi-that-dep-pr43016176,"Phú Gia Residence, số 3, Đường Nguyễn Huy Tưởng, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội",Thỏa thuận,116 m²,3 phòng,2 phòng,,Sổ đỏ,Full nội thất đẹp.,,,Tây - Bắc,Đông - Nam
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-dai-lo-thang-long-xa-tien-xuan-prj-xanh-villas/can-ban-cat-can-khu-c-gia-chi-8-ty-3-co-ngan-hang-ho-tro-vay-vi-tri-rat-dep-pr37902863,"Dự án Xanh Villas, Đường Đại lộ Thăng Long, Xã Tiến Xuân, Thạch Thất, Hà Nội",29 tỷ,478 m²,4 phòng,4 phòng,3 tầng,Sổ đỏ/ Sổ hồng,,20 m,14 m,Nam,Nam
https://batdongsan.com.vn/ban-nha-rieng-duong-quoc-lo-6-xa-phung-chau/chu-can-tien-ban-gap-sat-dhoc-the-thao-cho-thue-tot-sinh-loi-cao-dang-rat-can-tien-ban-gia-re-pr42988473,"Đường Quốc lộ 6, Xã Phụng Châu, Chương Mỹ, Hà Nội","2,8 tỷ",32 m²,3 phòng,3 phòng,3 tầng,Sổ đỏ/ Sổ hồng,Đầy đủ,"3,5 m",3 m,,
https://batdongsan.com.vn/ban-nha-rieng-pho-trung-kinh-phuong-yen-hoa-2/hang-khung-phan-lo-oto-tranh-dt-lon-122m2-4-tang-mt-5-7m-vp-cty-kdvp-ccmn-gia-45-ty-pr43129892,"Phố Trung Kính, Phường Yên Hòa, Cầu Giấy, Hà Nội",45 tỷ,122 m²,6 phòng,4 phòng,4 tầng,Sổ đỏ/ Sổ hồng,Đầy đủ,"5,7 m","8,6 m",,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-khuong-trung-phuong-khuong-trung-prj-star-tower-283-khuong-trung/toi-chinh-chu-ban-goc-3-ngu-ban-cong-dong-nam-gia-ca-thoa-thuan-truc-tiep-pr36972549,"Dự án Star Tower 283 Khương Trung, Đường Khương Trung, Phường Khương Trung, Thanh Xuân, Hà Nội",Thỏa thuận,92 m²,3 phòng,2 phòng,,Sổ đỏ/ Sổ hồng,Đầy đủ,,,Tây - Bắc,Đông - Nam
https://batdongsan.com.vn/ban-nha-rieng-pho-cau-am-phuong-van-phuc-1/can-goc-35-m-5-tang-xay-moi-tinh-ngo-thong-gan-bai-o-to-tien-kinh-doanh-nho-cho-thue-dau-tu-7-2-ty-pr43130054,"Phố Cầu Am, Phường Vạn Phúc, Hà Đông, Hà Nội","7,2 tỷ",35 m²,3 phòng,4 phòng,5 tầng,Sổ đỏ/ Sổ hồng,Cơ bản,"3,75 m","2,5 m",Đông - Nam,Đông - Nam
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-pho-phung-chi-kien-phuong-nghia-do-1-prj-trang-an-complex/b-gap-lo-goc-o-cho-thg-may-co-ham-230m-hon-80-ty-pr43130053,"Dự án Tràng An Complex, Phố Phùng Chí Kiên, Phường Nghĩa Đô, Cầu Giấy, Hà Nội",Thỏa thuận,230 m²,6 phòng,,5 tầng,Sổ đỏ,,,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-to-huu-phuong-trung-van-prj-c14-bo-cong-an/chinh-chu-ban-96m-3-ngu-bac-ha-gia-2-7-ty-co-gia-loc-pr35310318,"Dự án C14 - Bộ Công An, Đường Tố Hữu, Phường Trung Văn, Nam Từ Liêm, Hà Nội",Thỏa thuận,108 m²,3 phòng,2 phòng,,Sổ đỏ/ Sổ hồng.,Full nội thất.,,,Tây - Bắc,Đông - Nam
https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-hoang-liet-prj-hh2-linh-dam/-ban-gap-2-png-ngu-2wc-66m2-tai-view-cong-vien-nha-dep-lh-pr42994187,"Dự án HH2 Linh Đàm, Phường Hoàng Liệt, Hoàng Mai, Hà Nội","2,68 tỷ",66 m²,2 phòng,2 phòng,,,"Nội thất sàn gỗ, thạch cao, tủ bếp hệ thống bếp giường tủ sofa, tivi, tủ lạnh, máy giặt, điều hòa...",,,Tây,Đông
https://batdongsan.com.vn/ban-nha-rieng-phuong-lang-ha/tim-dau-toa-chdv-yen-17pkk-full-noi-that-dt-85tr-thang-mat-ngo-thong-cuc-gan-pho-76m2-pr43130043,"Đường Yên Lãng, Phường Láng Hạ, Đống Đa, Hà Nội","15,3 tỷ",76 m²,,,7 tầng,,,,,,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-pho-viet-hung-phuong-viet-hung-2/ban-can-phan-lo-dt-96m2-mt-6m-via-he-o-to-do-pr43110485,"Phố Việt Hưng, Phường Việt Hưng, Long Biên, Hà Nội","29,5 tỷ",96 m²,,,4 tầng,Sổ đỏ/ Sổ hồng,Đầy đủ,6 m,12 m,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-ho-tung-mau-phuong-phu-dien-prj-goldmark-city/ban-nhanh-2pn-2vs-5-ty-pr43129878,"Goldmark City, Hồ Tùng Mậu, Phú Diễn, Bắc Từ Liêm, Hà Nội","5,2 tỷ",83 m²,2 phòng,2 phòng,,Sổ đỏ/ Sổ hồng,Đầy đủ,,,Tây - Bắc,Đông - Nam
https://batdongsan.com.vn/ban-nha-mat-pho-duong-thuy-khue-phuong-buoi/ban-20ty-55m2-390tr-m2-tien-5m-kinh-doanh-via-he-gara-oto-pr42813440,"Đường Thụy Khuê, Phường Bưởi, Tây Hồ, Hà Nội",390 triệu/m²,55 m²,5 phòng,3 phòng,3 tầng,Sổ đỏ/ Sổ hồng,,5 m,20 m,Tây - Nam,Đông - Bắc
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-trai-phuong-thuong-dinh-prj-king-palace/toi-chinh-chu-ban-3-ngu-108-full-noi-that-dep-pr42918375,"King Palace, 108, Đường Nguyễn Trãi, Phường Thượng Đình, Thanh Xuân, Hà Nội",Thỏa thuận,105 m²,3 phòng,2 phòng,,,Full nội thất đẹp.,,,Tây - Nam,Tây - Bắc
https://batdongsan.com.vn/ban-can-ho-chung-cu-mini-phuong-thanh-nhan/chdv-tt-quan-hbt-82m2-2-thoang-dong-tien-800tr-nam-pccc-thang-may-lh-pr43130037,"Phường Thanh Nhàn, Hai Bà Trưng, Hà Nội","20,5 tỷ",82 m²,10 phòng,11 phòng,,Sổ đỏ/ Sổ hồng,Đầy đủ,5 m,,,
https://batdongsan.com.vn/ban-nha-rieng-duong-dai-lo-thang-long-xa-van-con/-yen-son-re-nhat-doc-dl-ng-cach-300m-ra-dau-tu-hoac-de-o-cuc-hop-ly-gia-sieu-re-pr43129874,"Đường Đại lộ Thăng Long, Xã Vân Côn, Hoài Đức, Hà Nội","2,98 tỷ",42 m²,3 phòng,3 phòng,3 tầng,Sổ đỏ/ Sổ hồng,Đầy đủ,"3,5 m",3 m,,
