Link,Địa chỉ,Mức giá,Diện tích,Số phòng ngủ,"Số phòng tắm, vệ sinh",Hướng nhà,Hướng ban công,Pháp lý,Nội thất,Số tầng,Mặt tiền,Đường vào
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-phan-ke-toai-phuong-duong-noi-prj-khu-do-thi-moi-duong-noi/ban-l18-ha-dong-co-thang-may-that-xin-200mx6t-50-ty-pr40944580,"Dự án KĐTM Dương Nội, Đường Phan Kế Toại, Phường Dương Nội, Hà Đông, Hà Nội",46 tỷ,200 m²,5 phòng,6 phòng,,,Sổ đỏ/ Sổ hồng,Đầy đủ,4 tầng,9 m,12 m
https://batdongsan.com.vn/ban-nha-mat-pho-duong-minh-khai-phuong-bach-mai/ban-hai-ba-trung-275m2-mt-10m-vuong-det-2-to-pr43113033,"Đường Minh Khai, Phường Bạch Mai, Hai Bà Trưng, Hà Nội",560 triệu/m²,275 m²,4 phòng,6 phòng,,,Sổ đỏ/ Sổ hồng,,4 tầng,10 m,
https://batdongsan.com.vn/ban-dat-nen-du-an-duong-cao-toc-thang-long-noi-bai-xa-tien-phong-8-prj-khu-do-thi-cienco-5-me-linh/s-giao-dich-bds-5-b-5-huyen-ha-noi-pr37510483,"Dự án Cienco 5 Mê Linh, Đường Cao tốc Thăng Long Nội Bài, Xã Tiền Phong, Mê Linh, Hà Nội",45 triệu/m²,300 m²,,,,,Sổ đỏ/ Sổ hồng,,,,"15,5 m"
https://batdongsan.com.vn/ban-nha-mat-pho-duong-nguyen-thai-hoc-phuong-cua-nam/chinh-chu-can-ban-trung-tam-quan-ba-dinh-toa-9-tang-thang-may-be-the-kinh-doanh-dinh-cao-pr43016120,"Đường Nguyễn Thái Học, Phường Cửa Nam, Hoàn Kiếm, Hà Nội",80 tỷ,160 m²,,,,,Sổ đỏ/ Sổ hồng,Đầy đủ,7 tầng,,
https://batdongsan.com.vn/ban-nha-rieng-phuong-lien-mac/hang-hiem-tai-4-38-ty-33-1m2-5-tang-gan-o-to-han-xom-than-thien-pr43112982,"Phường Liên Mạc, Bắc Từ Liêm, Hà Nội.","4,38 tỷ","33,1 m²",,,,,,Nội thất full,5 tầng,,
https://batdongsan.com.vn/ban-nha-rieng-duong-trung-van-phuong-trung-van/ban-toa-can-ho-dich-vu-tai-24-5-ty-80m2-17pn-17wc-7-tang-chinh-chu-uy-tin-pr42786147,"đường Trung Văn, Phường Trung Văn, Nam Từ Liêm, Hà Nội","24,5 tỷ",80 m²,17 phòng,17 phòng,Đông - Nam,Đông - Nam,Sổ đỏ/ Sổ hồng,,7 tầng,"6,6 m",3 m
https://batdongsan.com.vn/ban-dat-duong-ngoc-dong-xa-da-ton/ban-sieu-hiem-gia-lam-ngo-o-to-tranh-canh-vinhomes-ocean-park-pr43112595,"Đường Ngọc Động, Xã Đa Tốn, Gia Lâm, Hà Nội","2,6 tỷ",52 m²,,,,,Sổ đỏ.,,,6 m,6 m
https://batdongsan.com.vn/ban-nha-rieng-duong-le-dai-hanh-phuong-le-dai-hanh/ban-dong-tien-q-hai-ba-50tr-thang-6-tang-hai-ba-trung-o-to-do-cua-chi-hon-20-ty-san-kd-pr43113027,"Đường Lê Đại Hành, Phường Lê Đại Hành, Hai Bà Trưng, Hà Nội","27,95 tỷ",60 m²,,,,,Sổ đỏ/ Sổ hồng,,6 tầng,,
https://batdongsan.com.vn/ban-nha-rieng-duong-le-quang-dao-phuong-phu-do/re-nhat-mua-ve-o-cho-thue-deu-hop-ly-pr42933919,"Đường Lê Quang Đạo, Phường Phú Đô, Nam Từ Liêm, Hà Nội","7,4 tỷ",48 m²,,,,,,,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-xuan-tao-prj-n01-t6-ngoai-giao-doan/ban-gap-120-trieu-m2-128-m2-3pn-2wc-pr43113020,"Dự án N01-T6 Ngoại Giao Đoàn, Phường Xuân Tảo, Bắc Từ Liêm, Hà Nội",120 triệu/m²,128 m²,3 phòng,2 phòng,,Bắc,Hợp đồng mua bán,Cơ bản,,,
https://batdongsan.com.vn/ban-nha-rieng-duong-tran-thai-tong-phuong-dich-vong-hau/ve-o-cung-con-trai-ban-ngo-2-5-met-dan-xay-ve-o-luon-45m2-gia-8-7-ty-pr43078810,"Đường Trần Thái Tông, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội","8,7 tỷ",45 m²,,,,,,,,,
https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-trai-phuong-thuong-dinh/-sat-pho-kinh-doanh-ngay-dem-vua-kinh-doanh-vua-cho-thue-75m-7-tang-pr42786298,"Đường Nguyễn Trãi, Phường Thượng Đình, Thanh Xuân, Hà Nội",31 tỷ,75 m²,8 phòng,9 phòng,Đông,Đông,Sổ đỏ/ Sổ hồng,Cơ bản,7 tầng,6 m,5 m
https://batdongsan.com.vn/ban-dat-nen-du-an-xa-tien-phong-8-prj-khu-do-thi-minh-giang-dam-va/b-gig-hot-nhat-huyen-me-linh-2023-pr37510559,"Dự án Minh Giang Đầm Và, Xã Tiền Phong, Mê Linh, Hà Nội",Thỏa thuận,110 m²,,,Bắc,,Hợp đồng mua bán,,,"7,1 m",13 m
https://batdongsan.com.vn/ban-nha-rieng-duong-ho-tung-mau-phuong-cau-dien/ban-gap-45m2-3-tang-3-ngu-dan-xay-60m-ra-ga-tau-tren-cao-gia-9-4-ty-pr43112987,"Đường Hồ Tùng Mậu, Phường Cầu Diễn, Nam Từ Liêm, Hà Nội","7,6 tỷ",4 m²,7 phòng,7 phòng,Bắc,Bắc,Sổ đỏ/ Sổ hồng,Đầy đủ,4 tầng,4 m,3 m
https://batdongsan.com.vn/ban-dat-xa-lien-ha-2/hang-hiem-kv-it-nguoi-ban-100m-dong-anh-dep-gia-thap-chi-4xtr-m-ngo-o-to-chi-30m-ra-truc-lang-pr43093590,"Đại Vĩ, Xã Liên Hà, Đông Anh, Hà Nội",42 triệu/m²,100 m²,,,Tây - Nam,,Sổ đỏ/ Sổ hồng,,,"7,03 m",3 m
https://batdongsan.com.vn/ban-dat-duong-my-dinh-phuong-my-dinh-2/ban-gap-manh-sieu-dep-pho-nam-tu-liem-34m-chi-nhinh-6-ty-con-thuong-luong-pr43002452,"đường Mỹ Đình, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội","6,3 tỷ",34 m²,,,Tây,,Sổ đỏ/ Sổ hồng,,,"3,2 m","2,2 m"
https://batdongsan.com.vn/ban-dat-xa-thuy-lam/cuc-pham-lo-vang-gia-re-150m-dong-anh-duong-7m-canh-du-an-vin-lien-ha-sieu-tiem-nang-pr43093206,"Thôn Biểu Khê, Thụy Lâm, Đông Anh, Hà Nội",63 triệu/m²,150 m²,,,Nam,,Sổ đỏ/ Sổ hồng,,,6 m,7 m
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-pho-giang-vo-phuong-kim-ma-prj-grandeur-palace-giang-vo/ban-5-lo-dep-nhat-du-an-138b-he-pkdcdt-089-982-2626-pr27339286,"Grandeur Palace, 138B, Phố Giảng Võ, Phường Kim Mã, Ba Đình, Hà Nội",Thỏa thuận,137 m²,,,,,Sổ đỏ chính chủ.,,5 tầng,,
https://batdongsan.com.vn/ban-nha-rieng-pho-ton-duc-thang-phuong-hang-bot-1/nhinh-5-ty-dong-da-17-25m-5-tang-noi-that-long-lanh-ve-o-ngay-pr43001915,"Phố Tôn Đức Thắng, Phường Hàng Bột, Đống Đa, Hà Nội","5,38 tỷ",25 m²,3 phòng,4 phòng,Đông,Đông,Sổ đỏ/ Sổ hồng,Đầy đủ,5 tầng,"3,5 m","1,5 m"
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-tran-kim-xuyen-phuong-yen-hoa-2-prj-chelsea-residences/chinh-chu-tien-ban-gap-cao-cap-toa-n01-gia-63tr-m-pr43112999,"Dự án Chelsea Residences, Đường Trần Kim Xuyến, Phường Yên Hòa, Cầu Giấy, Hà Nội",63 triệu/m²,81 m²,2 phòng,2 phòng,,,,"Đẹp đầy đủ nội thất, full điều hòa, nóng lạnh.",,,
https://batdongsan.com.vn/ban-nha-mat-pho-duong-bui-thi-xuan-phuong-bui-thi-xuan/ban-dep-t-hai-ba-trung-kd-dang-cap-t12-dt-102m2-x-5t-mt-5-9m-pr42848055,"Đường Bùi Thị Xuân, Phường Bùi Thị Xuân, Hai Bà Trưng, Hà Nội","60,5 tỷ",102 m²,4 phòng,5 phòng,,,,,5 tầng,"5,9 m",
https://batdongsan.com.vn/ban-nha-rieng-duong-do-duc-duc-phuong-me-tri/sieu-hiem-nam-tu-liem-30m-6-tang-thang-may-chi-nhinh-6-ty-sat-tthn-quoc-gia-pr43002335,"Đường Đỗ Đức Dục, Phường Mễ Trì, Nam Từ Liêm, Hà Nội","6,5 tỷ",30 m²,3 phòng,5 phòng,Tây,Tây,Sổ đỏ/ Sổ hồng,Cơ bản,6 tầng,,2 m
https://batdongsan.com.vn/ban-can-ho-chung-cu-pho-mac-thi-buoi-phuong-vinh-tuy-prj-hoa-binh-green-city/toi-thien-chi-ban-3pn-108m-truc-hau-nha-moi-gia-sieu-re-lh-pr42698510,"Dự án Hòa Bình Green City, Phố Mạc Thị Bưởi, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội","6,6 tỷ",108 m²,3 phòng,,,,,,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-pho-mac-thi-buoi-phuong-vinh-tuy-prj-hoa-binh-green-city/toi-chinh-chu-ban-2pn-dt-95m2-tang-10-gia-chi-5-x-ty-nha-sieu-moi-pr42206660,"Dự án Hòa Bình Green City, Phố Mạc Thị Bưởi, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội",6 tỷ,95 m²,2 phòng,2 phòng,,,,,,,
https://batdongsan.com.vn/ban-nha-mat-pho-duong-minh-khai-phuong-bach-mai/ban-doc-quyen-hai-ba-trung-kd-dang-cap-dt-86m2-5-tang-mt-4-2m-pr42837501,"Đường Minh Khai, Phường Bạch Mai, Hai Bà Trưng, Hà Nội","41,8 tỷ",86 m²,4 phòng,5 phòng,,,,Đầy đủ,5 tầng,"4,2 m",
https://batdongsan.com.vn/ban-nha-rieng-xa-bat-trang-1/ban-dong-du-o-to-tranh-dan-xay-o-ngay-full-noi-that-san-ve-o-pr43112979,"Xã Bát Tràng, Gia Lâm, Hà Nội","5,83 tỷ",56 m²,3 phòng,3 phòng,,,Sổ đỏ/ Sổ hồng,Full nội thất.,3 tầng,5 m,3 m
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-tuan-phuong-thanh-xuan-trung-prj-thong-nhat-complex/chinh-chu-ban-95m2-cc-3pn-2wc-full-noi-that-tang-gia-ban-8ty-pr43112659,"Dự án Thống Nhất Complex, Đường Nguyễn Tuân, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội",8 tỷ,95 m²,3 phòng,2 phòng,Đông - Bắc,Tây - Nam,Sổ đỏ/ Sổ hồng,Đầy đủ,,,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-xa-tan-hoi-7-prj-vinhomes-wonder-city/chi-212-tr-m2-so-huu-ngay-bt-song-lap-266m2-3-mat-tien-gan-ho-lon-cong-vien-du-an-vin-dan-phuong-pr42840212,"Vinhomes Wonder City, Xã Tân Hội, Đan Phượng, Hà Nội",212 triệu/m²,266 m²,,,,,Sổ đỏ/ Sổ hồng,Cơ bản,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-ho-me-tri-phuong-nhan-chinh-prj-trinity-tower/ban-stu-1pn-gia-tot-view-tai-nity-145-thanh-xuan-pr42918337,"Trinity Tower, 145, Đường Hồ Mễ Trì, Phường Nhân Chính, Thanh Xuân, Hà Nội","2,2 tỷ",36 m²,1 phòng,1 phòng,,,Sổ đỏ/ Sổ hồng,,,,
https://batdongsan.com.vn/ban-nha-rieng-duong-cau-giay-phuong-quan-hoa/ban-tai-60m2x8-tang-thong-san-thang-may-thoang-truoc-sau-gia-hot-nhinh-20-ty-pr43112968,"Đường Cầu Giấy, Phường Quan Hoa, Cầu Giấy, Hà Nội",Thỏa thuận,60 m²,7 phòng,8 phòng,,,Sổ đỏ/ Sổ hồng,Đầy đủ,8 tầng,5 m,4 m
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-co-loa-xa-dong-hoi-prj-vinhomes-co-loa/-dn-17m-doi-dien-chung-cu-gan-de-xe-kd-dinh-tai-vinhome-67-5m2-5t-pr42894440,"Vinhomes Cổ Loa, Đường Cổ Loa, Xã Đông Hội, Đông Anh, Hà Nội",25 tỷ,"67,5 m²",,,Đông - Nam,Đông - Nam,Sổ đỏ/ Sổ hồng,,,,17 m
https://batdongsan.com.vn/ban-nha-mat-pho-duong-tran-khat-chan-phuong-bach-mai/ban-dep-re-t-hai-ba-trung-kd-dang-cap-dt-84m2-5-t-mt-4-1m-pr42837506,"Đường Trần Khát Chân, Phường Bạch Mai, Hai Bà Trưng, Hà Nội","41,5 tỷ",84 m²,,,,,,,5 tầng,"4,1 m",
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-tran-phu-phuong-van-quan-prj-sdu-143-tran-phu/ban-nha-dep-cho-nguoi-tam-huyet-cc-trung-tam-ha-dong-143-69-8m2-2pn-full-do-pr43112966,"Dự án SDU 143 Trần Phú, Đường Trần Phú, Phường Văn Quán, Hà Đông, Hà Nội",Thỏa thuận,"69,8 m²",2 phòng,2 phòng,Tây - Bắc,Đông - Nam,Sổ đỏ/ Sổ hồng,Đầy đủ,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-to-huu-phuong-la-khe-prj-the-pride/nha-o-co-loc-ban-nhuong-lai-c-nguoi-co-duyen-73m2-tang-trung-tai-hai-phat-pr38054437,"Dự án The Pride, Đường Tố Hữu, Phường La Khê, Hà Đông, Hà Nội",Thỏa thuận,73 m²,2 phòng,2 phòng,Đông - Bắc,Tây - Nam,Sổ đỏ/ Sổ hồng,Đầy đủ,,,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-xa-tan-hoi-7-prj-vinhomes-wonder-city/duy-nhat-gia-goc-dot-1-lk-96m2-re-nhat-dan-phuong-gan-tinh-lo-422-vincom-chi-161-tr-m2-pr42905047,"Vinhomes Wonder City, Xã Tân Hội, Đan Phượng, Hà Nội",161 triệu/m²,96 m²,,,,,,,,8 m,13 m
https://batdongsan.com.vn/ban-dat-duong-le-quang-dao-phuong-my-dinh-1/ban-gap-dt-100m-o-to-do-cach-20m-ngo-thong-xay-ccmn-cho-thue-gia-13-7-ty-pr43112680,"Đường Lê Quang Đạo, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội","14,7 tỷ",100 m²,,,,,Sổ đỏ/ Sổ hồng,,,,4 m
https://batdongsan.com.vn/ban-dat-xa-di-trach/mo-vang-tuong-lai-duong-3-5-dv-dt-109-2m2-pr42718608,"Xã Di Trạch, Hoài Đức, Hà Nội",289 triệu/m²,"109,2 m²",,,,,,,,20 m,24 m
https://batdongsan.com.vn/ban-dat-xa-van-canh-1/hang-hot-60m2-truc-chinh-duong-20m-dv-kinh-doanh-cuc-dinh-pr42720915,"Xã Vân Canh, Hoài Đức, Hà Nội",200 triệu/m²,60 m²,,,Đông,,Sổ đỏ,,,4 m,20 m
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-xa-tan-hoi-7-prj-vinhomes-wonder-city/sieu-pham-dai-lo-ban-mai-huong-dong-nam-vi-tri-loi-trung-tam-gan-song-dan-phuong-120m2-pr43112959,"Dự án Vinhomes Wonder City, Xã Tân Hội, Đan Phượng, Hà Nội",28 tỷ,120 m²,,,Đông - Nam,,Sổ đỏ/ Sổ hồng,,4 tầng,,
https://batdongsan.com.vn/ban-dat-xa-van-canh-1/ban-lo-goc-sieu-dep-mat-duong-16m-khu-dv-25ha-kinh-doan-dinh-cao-pr42783386,"Xã Vân Canh, Hoài Đức, Hà Nội",185 triệu/m²,"116,2 m²",,,,,,,,"20,2 m",16 m
https://batdongsan.com.vn/ban-nha-rieng-duong-vuong-thua-vu-phuong-khuong-trung/ban-10m-ra-pho-o-to-chay-vong-quanh-5-tang-51m-gia-15-4-ty-lh-097705941-pr43112958,"Đường Vương Thừa Vũ, Phường Khương Trung, Thanh Xuân, Hà Nội","15,4 tỷ",51 m²,4 phòng,3 phòng,,,Sổ đỏ/ Sổ hồng,,5 tầng,4 m,5 m
https://batdongsan.com.vn/ban-dat-xa-lai-yen/hang-hot-dep-lonh-lanh-dich-vu-94-8m-hai-mat-thoang-gia-tot-pr42814234,"Xã Lại Yên, Hoài Đức, Hà Nội",122 triệu/m²,"94,8 m²",,,Tây - Nam,,Sổ đỏ,,,"6,3 m",9 m
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-to-huu-phuong-duong-noi-prj-xuan-mai-sparks-tower/hiem-co-kho-tim-2-ngu-1vs-cc-spark-55m2-full-that-co-thuong-luong-manh-pr43112956,"Dự án Xuân Mai Sparks Tower, Đường Tố Hữu, Phường Dương Nội, Hà Đông, Hà Nội",Thỏa thuận,55 m²,2 phòng,1 phòng,Đông - Bắc,Tây - Nam,Sổ đỏ/ Sổ hồng,Full.,,,
https://batdongsan.com.vn/ban-dat-xa-song-phuong-1/ban-mat-duong-13m-hoai-duc-dien-tich-dep-huong-dong-nam-gia-tot-dau-tu-pr42814345,"Xã Song Phương, Hoài Đức, Hà Nội",115 triệu/m²,48 m²,,,Đông - Nam,,Sổ đỏ,,,"3,15 m",13 m
https://batdongsan.com.vn/ban-dat-xa-van-canh-1/sieu-pham-lo-gan-duong-3-5-khu-4-5ha-gia-cuc-tot-pr42903288,"Xã Vân Canh, Hoài Đức, Hà Nội",152 triệu/m²,89 m²,,,,,,,,"5,3 m",
https://batdongsan.com.vn/ban-dat-xa-song-phuong-1/ban-dich-vu-hang-hiem-co-hoi-dau-tu-sinh-loi-cao-pr42903326,"Xã Song Phương, Hoài Đức, Hà Nội",129 triệu/m²,48 m²,,,,,Sổ đỏ,,,"3,15 m",
https://batdongsan.com.vn/ban-dat-xa-van-canh-1/ban-gap-lo-ap-goc-mat-tien-sieu-chat-dich-vu-khu-25ha-pr42903352,"Xã Vân Canh, Hoài Đức, Hà Nội",190 triệu/m²,50 m²,,,,,,,,,
https://batdongsan.com.vn/ban-dat-xa-van-canh-1/chinh-chu-ban-50m-khu-dich-vu-duong-16m-vi-tri-dep-khong-loi-phong-thuy-pr42903382,"Xã Vân Canh, Hoài Đức, Hà Nội",198 triệu/m²,50 m²,,,,,,,,,16 m
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-linh-nam-phuong-mai-dong-1-prj-sunshine-palace/bung-no-giao-dich-1pn-65m-tu-1-75-ty-hd-40-cuc-hiem-pr42922128,"Dự án Sunshine Palace, Đường Lĩnh Nam, Phường Mai Động, Hoàng Mai, Hà Nội","1,75 tỷ",65 m²,1 phòng,1 phòng,,,Sổ đỏ/ Sổ hồng,Cơ bản,,,
https://batdongsan.com.vn/ban-nha-rieng-pho-tran-cung-phuong-co-nhue-1/ban-50m-7-tang-thang-may-mat-tien-rong-chi-nhinh-12-ty-pr43112898,"Phố Trần Cung, Phường Cổ Nhuế 1, Bắc Từ Liêm, Hà Nội","12,8 tỷ",50 m²,,,,,Sổ đỏ/ Sổ hồng,Đầy đủ,,,
https://batdongsan.com.vn/ban-dat-xa-lai-yen/ban-lo-dich-vu-72m-tai-duong-9m-gan-duong-17m-pr42903482,"Xã Lại Yên, Hoài Đức, Hà Nội",130 triệu/m²,72 m²,,,Tây,,,,,"4,65 m",9 m
https://batdongsan.com.vn/ban-dat-xa-lai-yen/ban-lo-dep-hoai-duc-pr42903900,"Xã Lại Yên, Hoài Đức, Hà Nội",100 triệu/m²,"146,4 m²",,,,,Sổ đỏ,,,"7,46 m",
https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-xuan-tao-prj-n01-t3-ngoai-giao-doan/ban-goc-3pn2wc-128m2-truc-08-ban-cong-tay-nam-em-duc-pr43016358,"Dự án N01-T3 Ngoại Giao Đoàn, Phường Xuân Tảo, Bắc Từ Liêm, Hà Nội","9,5 tỷ",128 m²,3 phòng,2 phòng,,Tây - Nam,Sổ đỏ/ Sổ hồng,Đầy đủ,,,
https://batdongsan.com.vn/ban-dat-xa-lai-yen/ban-lo-sieu-re-hoai-duc-pr42903926,"Xã Lại Yên, Hoài Đức, Hà Nội",103 triệu/m²,"82,8 m²",,,Đông - Nam,,Sổ đỏ,,,"4,23 m",9 m
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-to-huu-phuong-la-khe-prj-xuan-mai-complex/ban-nha-dep-cho-nguoi-tam-huyet-cc-62m2-2pn-full-noi-that-gia-thuong-luong-manh-pr43112940,"Dự án Xuân Mai Complex, Đường Tố Hữu, Phường La Khê, Hà Đông, Hà Nội",Thỏa thuận,62 m²,2 phòng,2 phòng,Đông - Bắc,Tây - Nam,Sổ đỏ,Đầy đủ,,,
https://batdongsan.com.vn/ban-dat-xa-van-canh-1/hot-sieu-pham-nen-mat-duong-24m-khu-25ha-vi-tri-g-gia-chat-dau-tu-la-thang-pr42912803,"Xã Vân Canh, Hoài Đức, Hà Nội",200 triệu/m²,60 m²,,,Đông,,Sổ đỏ,,,4 m,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-linh-nam-phuong-mai-dong-1-prj-sunshine-palace/-dung-doc-neu-kng-muon-so-huu-trung-tam-ha-noi-gia-chi-1-75-ty-pr42916842,"Dự án Sunshine Palace, Đường Lĩnh Nam, Phường Mai Động, Hoàng Mai, Hà Nội",Thỏa thuận,65 m²,1 phòng,1 phòng,,,Sổ đỏ/ Sổ hồng,Cơ bản,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-pho-trung-kinh-phuong-yen-hoa-2-prj-khu-do-thi-yen-hoa/-cau-giay-tien-ich-bat-ngan-ngay-cong-vien-dieu-a-noi-tinh-a-i-tu-98m2-pr43105658,"Dự án Yên Hòa, Phố Trung Kính, Phường Yên Hòa, Cầu Giấy, Hà Nội","6,99 tỷ",98 m²,3 phòng,2 phòng,,,Sổ đỏ/ Sổ hồng,Đầy đủ,,,
https://batdongsan.com.vn/ban-nha-rieng-duong-xuan-dinh-phuong-xuan-dinh/ban-dt-30m2-5t-mt4-5m-gia-chao-hon-6ty-co-thuong-luong-full-noi-that-50m-o-to-pr43112883,"Đường Xuân Đỉnh, Phường Xuân Đỉnh, Bắc Từ Liêm, Hà Nội","6,75 tỷ",30 m²,,,,,Sổ đỏ/ Sổ hồng,Cơ bản,5 tầng,"4,5 m",
https://batdongsan.com.vn/ban-dat-duong-tinh-82-xa-trach-my-loc/ban-vua-trung-dau-gia-chenh-nhe-pr42998070,"Đường Tỉnh 82, Xã Trạch Mỹ Lộc, Phúc Thọ, Hà Nội","4,04 tỷ",90 m²,,,Nam,,Đang chờ sổ,,,6 m,8 m
https://batdongsan.com.vn/ban-nha-rieng-duong-lac-long-quan-phuong-nghia-do-1/ban-cau-giay-7-tang-thang-may-thong-san-kinh-anh-oto-tranh-pr43112931,"Đường Lạc Long Quân, Phường Nghĩa Đô, Cầu Giấy, Hà Nội","21,5 tỷ",58 m²,5 phòng,6 phòng,,,Sổ đỏ/ Sổ hồng,Đầy đủ,7 tầng,,
https://batdongsan.com.vn/ban-dat-duong-ngo-gia-tu-phuong-duc-giang-2/ban-tang-nha-c4-dt-50m-thong-o-to-7-cho-do-cua-dan-cu-dong-duc-pr43112500,"Đường Ngô Gia Tự, Phường Đức Giang, Long Biên, Hà Nội","7,45 tỷ",50 m²,,,,,Sổ đỏ/ Sổ hồng.,,,"3,6 m",3 m
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-to-huu-phuong-la-khe-prj-the-pride/chinh-chu-ban-gap-cat-lo-khang-dinh-re-nhat-toa-75m2-2pn-san-noi-that-cao-cap-pr43112926,"Dự án The Pride, Đường Tố Hữu, Phường La Khê, Hà Đông, Hà Nội",Thỏa thuận,75 m²,2 phòng,2 phòng,Đông - Nam,Tây - Bắc,Sổ đỏ/ Sổ hồng,Đầy đủ,,,
https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-an-ninh-phuong-tuong-mai/-o-to-vao-lo-goc-30m-ra-pho-pr42646008,"Đường Nguyễn An Ninh, Phường Tương Mai, Hoàng Mai, Hà Nội","9,99 tỷ",40 m²,3 phòng,4 phòng,,,Sổ đỏ/ Sổ hồng,Đầy đủ,5 tầng,4 m,5 m
https://batdongsan.com.vn/ban-nha-rieng-phuong-kham-thien/sieu-hiem-pho-le-duan-6-tang-thang-may-kinh-doanh-chi-8-8-ty-pr42652249,"Phường Khâm Thiên, Đống Đa, Hà Nội","8,8 tỷ",31 m²,,,,,Sổ đỏ/ Sổ hồng,,,,
https://batdongsan.com.vn/ban-nha-rieng-duong-truong-chinh-phuong-phuong-liet/-nga-tu-vong-70m2-10m-ra-pho-truoc-rong-3m-lo-goc-7-tang-thang-may-pr42645611,"Đường Trường Chinh, Phường Phương Liệt, Thanh Xuân, Hà Nội","12,9 tỷ",70 m²,4 phòng,5 phòng,,,Sổ đỏ/ Sổ hồng,Đầy đủ,7 tầng,4 m,3 m
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-to-huu-phuong-yen-nghia-1-prj-xuan-mai-complex/ban-gap-bat-chap-gia-ca-cc-62m2-2n-full-noi-that-gia-3tyx-co-thuong-luong-manh-pr43112910,"Dự án Xuân Mai Complex, Đường Tố Hữu, Phường Yên Nghĩa, Hà Đông, Hà Nội",Thỏa thuận,62 m²,2 phòng,2 phòng,Tây - Nam,Đông - Bắc,Sổ đỏ,Đầy đủ.,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-tran-thu-do-phuong-hoang-liet-prj-khu-do-thi-moi-phap-van-tu-hiep/ban-no-8-dt-82m2-3pn-2wc-tang-mat-gia-4-x-ty-pr42907102,"Pháp Vân Tứ Hiệp, Đường Trần Thủ Độ, Phường Hoàng Liệt, Hoàng Mai, Hà Nội",Thỏa thuận,82 m²,3 phòng,2 phòng,,,Sổ đỏ/ Sổ hồng,Đầy đủ,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-lang-phuong-thinh-quang-prj-the-ninety-complex/chi-tu-800-trieu-so-huu-trung-tam-quan-dong-da-ha-noi-pr43108809,"Dự án The Ninety Complex, Đường Láng, Phường Thịnh Quang, Đống Đa, Hà Nội",4 tỷ,46 m²,1 phòng,,,,Hợp đồng mua bán,Full nội thất.,,,
https://batdongsan.com.vn/ban-nha-rieng-phuong-doi-can/trung-tam-q-ba-dinh-phan-lo-thang-may-gara-oto-o-suong-kinh-doanh-vip-62-3-m2-gia-21-6-ty-pr43112906,"Phường Đội Cấn, Ba Đình, Hà Nội","21,6 tỷ","62,3 m²",8 phòng,6 phòng,,,Sổ đỏ/ Sổ hồng,,7 tầng,"4,13 m",4 m
https://batdongsan.com.vn/ban-nha-rieng-phuong-khuong-trung/ban-toa-ccmn-9-tang-168m2-mt-8-5m-lo-goc-2-thoang-gom-32p-kk-mat-ngo-o-to-cach-pho-50m-pr39483240,"Phường Khương Trung, Thanh Xuân, Hà Nội","47,9 tỷ",168 m²,,,,,Sổ đỏ/ Sổ hồng,,4 tầng,,
https://batdongsan.com.vn/ban-nha-rieng-duong-an-duong-vuong-phuong-phu-thuong-1/81m2-biet-thu-tay-ho-ha-noi-pr43112472,"Đường An Dương Vương, Phường Phú Thượng, Tây Hồ, Hà Nội","13,3 tỷ",81 m²,4 phòng,4 phòng,Đông,Đông,Sổ đỏ/ Sổ hồng,Cơ bản,3 tầng,"7,6 m","3,5 m"
