Link,Địa chỉ,Mức giá,Diện tích,Số phòng ngủ,"Số phòng tắm, vệ sinh",Hướng nhà,Hướng ban công,Pháp lý,Nội thất,Mặt tiền,Đường vào,Số tầng
https://batdongsan.com.vn/ban-can-ho-chung-cu-xa-duong-xa-prj-vinhomes-ocean-park-gia-lam/quy-chu-nha-ban-gap-re-nhat-thi-truong-tro-vay-bank-80-pr42979159,"Dự án Vinhomes Ocean Park Gia Lâm, Xã Dương Xá, Gia Lâm, Hà Nội","2,75 tỷ",54 m²,2 phòng,1 phòng,,,Sổ đỏ/ Sổ hồng,Đầy đủ,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-tay-mo-prj-the-sapphire-vinhomes-smart-city/toi-chinh-chu-ban-8-1pn-2-7ty-2pn-3-4ty-2pn-goc-3-95ty-3pn-goc-4-55ty-vinmes-city-pr43068745,"The Sapphire-Vinhomes Smart City, Tây Mỗ, Nam Từ Liêm, Hà Nội","4,55 tỷ",75 m²,3 phòng,2 phòng,,Đông - Nam,Sổ đỏ/ Sổ hồng,Full nội thất đẹp.,,,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-vo-chi-cong-phuong-phu-thuong-1-prj-kita-capital-ciputra/ban-can-bt5a-26-tai-tay-ho-dien-tich-140m2-17-5m-sat-cv-65ha-gia-50-ty-lh-pr42886665,"Kita Capital Ciputra, Đường Võ Chí Công, Phường Phú Thượng, Tây Hồ, Hà Nội",50 tỷ,140 m²,4 phòng,5 phòng,,Đông - Nam,Sổ đỏ/ Sổ hồng,Không nội thất,7 m,"17,5 m",4 tầng
https://batdongsan.com.vn/ban-can-ho-chung-cu-thi-tran-trau-quy-prj-masteri-lakeside/top-3-co-don-gia-re-nhat-hien-tai-phan-khu-chu-dau-tu-masteries-me-pr42893748,"Masteri Lakeside, Trâu Quỳ, Gia Lâm, Hà Nội","4,15 tỷ",62 m²,2 phòng,2 phòng,,Đông - Nam,Hợp đồng mua bán,,,,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-xa-tan-hoi-7-prj-vinhomes-wonder-city/can-ban-nhanh-3-suat-ngoai-giao-vip-nhat-dan-phuong-wdc-pr43119742,"Vinhomes Wonder City, Tân Hội, Đan Phượng, Hà Nội",175 triệu/m²,228 m²,,,,,,,,,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-xa-tan-hoi-7-prj-vinhomes-wonder-city/-120-m2-vi-tri-dep-hiem-co-cong-vien-ben-tai-dan-phuong-wdc-gia-chi-19-9-ty-pr43052117,"Dự án Vinhomes Wonder City, Xã Tân Hội, Đan Phượng, Hà Nội",19 tỷ,120 m²,,,Đông - Nam,,,,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-ho-tung-mau-phuong-phu-dien-prj-goldmark-city/quy-ban-toa-r-va-s-2-den-4-png-ngu-gia-tu-5-den-10-ty-tro-vay-bank-80-pr42718986,"Dự án Goldmark City, Đường Hồ Tùng Mậu, Phường Phú Diễn, Bắc Từ Liêm, Hà Nội","6,1 tỷ",104 m²,3 phòng,2 phòng,,,Sổ đỏ/ Sổ hồng,Cơ bản đến đủ đồ,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-5-xa-dong-hoi-prj-eurowindow-river-park/-erouwindow-cach-vin-co-loa-500m-dep-view-cao-full-noi-that-gia-tot-gia-4-ti-pr43134023,"Eurowindow River Park, Đường 5, Xã Đông Hội, Đông Anh, Hà Nội","4,1 tỷ",77 m²,2 phòng,2 phòng,,,Hợp đồng mua bán,Đầy đủ,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-le-quang-dao-phuong-me-tri-prj-the-matrix-one/quy-doc-quyen-premium-2-3-4pn-gia-dot-dau-chiet-khau-15-vay-lai-0-2-nam-lh-ngay-pr42855100,"The Matrix One, Lê Quang Đạo, Mễ Trì, Nam Từ Liêm, Hà Nội","7,99 tỷ",76 m²,2 phòng,2 phòng,Đông - Nam,Đông - Nam,Sổ đỏ/ Sổ hồng,Đầy đủ,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-mo-lao-prj-thap-doi-kepler-land/ban-2pn-2wc-82m2-tai-c-toa-tang-dep-chi-6-x-ti-lh-pr42885395,"Dự án Tháp đôi Kepler Land, Phường Mỗ Lao, Hà Đông, Hà Nội",86 triệu/m²,62 m²,2 phòng,2 phòng,Đông - Bắc,Tây - Nam,Sổ đỏ/ Sổ hồng,Đầy đủ,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-mo-lao-prj-thap-doi-kepler-land/chinh-chu-ban-gap-quy-re-1pn-2pn-3pn-view-dep-chiet-khau-luon-10-5-va-100tr-pr43132807,"Tháp đôi Kepler Land, Mỗ Lao, Hà Đông, Hà Nội","4,8 tỷ",67 m²,,,,,Sổ đỏ/ Sổ hồng,,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-thi-tran-trau-quy-prj-masteri-lakeside/mo-ban-studio-dt-34-8m2-view-truc-dien-dieu-a-29ha-sieu-dep-ck-toi-15-3-pr41916384,"Dự án Masteri Lakeside, Thị trấn Trâu Quỳ, Gia Lâm, Hà Nội","4,51 tỷ","70,3 m²",2 phòng,2 phòng,Đông - Nam,Tây - Bắc,Hợp đồng mua bán.,Cơ bản.,,,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-xa-tan-hoi-7-prj-vinhomes-wonder-city/duy-nhat-can-88m2-vi-tri-dau-dep-nhat-day-gia-soc-15-ty-re-nhat-du-an-lh-pr43124419,"Vinhomes Wonder City, Tân Hội, Đan Phượng, Hà Nội",147 triệu/m²,88 m²,,,,,,,,,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-nguyen-canh-di-phuong-dai-kim-prj-khu-do-thi-moi-dai-kim-dinh-cong/chu-ban-kdt-c1-32-33-duy-t-tien-xay-toa-van-phong-lh-pr41996148,"Dự án KĐTM Đại Kim - Định Công, Đường Nguyễn Cảnh Dị, Phường Đại Kim, Hoàng Mai, Hà Nội",47 tỷ,108 m²,,,Tây - Bắc,,Sổ đỏ/ Sổ hồng.,,10 m,15 m,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-ly-thanh-tong-xa-da-ton-prj-the-paris-vinhomes-ocean-park/-mo-ban-toa-pr6-2pn-66m2-chi-4-ty-3pn-chi-tu-tr-m2-ck-len-toi-12-ocp1-pr43086718,"Dự án The Paris - Vinhomes Ocean Park, Đường Lý Thánh Tông, Xã Đa Tốn, Gia Lâm, Hà Nội",Thỏa thuận,60 m²,2 phòng,2 phòng,Đông - Nam,,Sổ đỏ lâu dài,Full nội thất cao cấp liền tường,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-tay-mo-prj-vinhomes-smart-city/quy-cat-lo-phan-khu-the-victoria-gia-chi-tu-72-tr-m2-lien-he-em-ngay-nhe-pr43131878,"Vinhomes Smart City , Phường Tây Mỗ, Nam Từ Liêm, Hà Nội",6 tỷ,84 m²,3 phòng,2 phòng,Đông - Nam,Tây - Bắc,Hợp đồng mua bán,Đầy đủ,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-tay-mo-prj-the-sapphire-vinhomes-smart-city/toi-ban-10ch-studio-1-7-ty-1pn-2-6-ty-2pn-3-2-ty-2pn-goc-3-7-ty-3pn-goc-4-42-ty-city-pr43022144,"Dự án The Sapphire-Vinhomes Smart City, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội","4,42 tỷ","73,4 m²",3 phòng,2 phòng,,,Sổ đỏ/ Sổ hồng,Đầy đủ,,,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-phuong-phu-thuong-1-prj-kita-capital-ciputra/truc-tiep-cdt-ban-bt-co-ham-da-co-so-n-ngay-gia-chi-tu-356tr-m2-vay-0-ls-24-thang-pr42935328,"Kita Capital Ciputra, Phú Thượng, Tây Hồ, Hà Nội",50 tỷ,150 m²,6 phòng,5 phòng,,,Sổ đỏ/ Sổ hồng,,7 m,"17,5 m",4 tầng
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-vu-trong-khanh-phuong-mo-lao-prj-thap-doi-kepler-land/chi-tu-600tr-ck-10-5-tang-100tr-mien-phi-dv-2-nam-so-huu-chuan-5-sao-land-pr43076432,"Dự án Tháp đôi Kepler Land, Đường Vũ Trọng Khánh, Phường Mỗ Lao, Hà Đông, Hà Nội",Thỏa thuận,81 m²,3 phòng,2 phòng,Tây - Bắc,Đông - Nam,Hợp đồng mua bán,Đầy đủ,,,
https://batdongsan.com.vn/ban-kho-nha-xuong-duong-quoc-lo-6-xa-phu-nghia-1-prj-khu-cong-nghiep-phu-nghia/chi-em-co-ty-can-ban-gap-chuong-my-ha-noi-pr43083881,"Phú Nghĩa, Đường Quốc lộ 6, Xã Phú Nghĩa, Chương Mỹ, Hà Nội",30 tỷ,3.000 m²,,,Đông - Bắc,,Sổ đỏ/ Sổ hồng,Đầy đủ,30 m,15 m,
https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-tay-mo-prj-vinhomes-smart-city/cap-nhat-quy-chuyen-nhuong-gia-tot-thuoc-cac-phan-khu-cao-cap-cua-du-an-city-pr43130119,"Dự án Vinhomes Smart City , Phường Tây Mỗ, Nam Từ Liêm, Hà Nội","4,5 tỷ",74 m²,3 phòng,2 phòng,Tây - Bắc,Đông - Nam,Sổ đỏ/ Sổ hồng,Đầy đủ,,,
https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-xa-duong-xa-prj-vinhomes-ocean-park-gia-lam/mo-ban-shop-chan-de-bevely-so-do-lau-dai-chi-tu-125tr-m2-vi-tri-sieu-dep-pr43047107,"Dự án Vinhomes Ocean Park Gia Lâm, Xã Dương Xá, Gia Lâm, Hà Nội","10,2 tỷ",75 m²,1 phòng,1 phòng,,,,,6 m,25 m,1 tầng
https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-xa-duong-xa-prj-vinhomes-ocean-park-gia-lam/hot-ban-can-shop-hoa-hau-can-goc-canh-sanh-toa-doi-dien-toa-van-phong-so-do-lau-dai-pr43067496,"Dự án Vinhomes Ocean Park Gia Lâm, Xã Dương Xá, Gia Lâm, Hà Nội","15,3 tỷ",80 m²,1 phòng,1 phòng,,,Sổ đỏ/ Sổ hồng,,10 m,30 m,1 tầng
https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-tay-mo-prj-the-sapphire-vinhomes-smart-city/chinh-chu-ban-studio-dt-30-2m2-1-ty-635-bao-phi-full-do-xin-dong-nam-city-pr43031411,"Dự án The Sapphire-Vinhomes Smart City, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội","1,82 tỷ","31,7 m²",,,,Đông - Nam,Sổ đỏ/ Sổ hồng,Full đồ.,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-vu-trong-khanh-phuong-mo-lao-prj-thap-doi-kepler-land/quy-dep-doc-quyen-du-an-ha-dong-chiet-khau-3-gia-tu-78-trieu-m2-pr43024805,"Tháp đôi Kepler Land, Đường Vũ Trọng Khánh, Phường Mỗ Lao, Hà Đông, Hà Nội",78 triệu/m²,82 m²,3 phòng,2 phòng,Bắc,Nam,Hợp đồng mua bán,Đầy đủ,,,
https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-co-loa-xa-dong-hoi-prj-vinhomes-co-loa/ban-23-ty-pk-cat-tuong-doi-dien-grandworld-tttm-vinm-ng-vien-pr43129684,"Dự án Vinhomes Cổ Loa, Đường Cổ Loa, Xã Đông Hội, Đông Anh, Hà Nội",23 tỷ,"62,5 m²",,,,,Hợp đồng mua bán,Không nội thất,5 m,,5 tầng
https://batdongsan.com.vn/ban-can-ho-chung-cu-mini-pho-kim-ma-phuong-kim-ma/ban-ccmn-ngo-169-68m-7-tang-lo-goc-15-phong-khep-kin-gia-19-85-ty-ba-dinh-pr43129575,"Phố Kim Mã, Phường Kim Mã, Ba Đình, Hà Nội","19,85 tỷ",68 m²,15 phòng,15 phòng,,,Sổ đỏ/ Sổ hồng,Đầy đủ,,,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-xa-tan-hoi-7-prj-vinhomes-wonder-city/cuc-hot-166tr-m2-so-huu-view-ho-duoc-tang-60m-san-vuon-vinhomoes-dan-phuong-pr43129043,"Vinhomes Wonder City, Xã Tân Hội, Đan Phượng, Hà Nội",15 tỷ,96 m²,5 phòng,5 phòng,Đông - Bắc,Đông - Bắc,Sổ đỏ/ Sổ hồng,Đầy đủ,12 m,13 m,5 tầng
https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-tay-mo-prj-vinhomes-smart-city/cap-nhat-quy-chuyen-nhuong-gia-re-nhat-hien-tai-o-lh-xem-nha-zalo-pr42394296,"Dự án Vinhomes Smart City , Phường Tây Mỗ, Nam Từ Liêm, Hà Nội",Thỏa thuận,31 m²,1 phòng,1 phòng,Tây - Bắc,Đông - Nam,Sổ đỏ/ Sổ hồng,Đầy đủ,,,
https://batdongsan.com.vn/ban-dat-duong-21-1-xa-co-dong/ly-do-ng-viec-toi-ban-nhanh-2-lo-son-tay-sat-vach-dhqg-gan-ql21-thong-gia-1ty9-pr43128446,"Đường 21, Xã Cổ Đông, Sơn Tây, Hà Nội","1,95 tỷ","60,5 m²",,,,,Sổ đỏ/ Sổ hồng,,5 m,6 m,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-do-muoi-phuong-yen-so/-goc-3pn-gia-6-1-ty-cuc-dep-view-trung-tam-quan-ang-mai-pr43128159,"Dự án Galia Hanoi, Đường Đỗ Mười, Phường Yên Sở, Hoàng Mai, Hà Nội","6,1 tỷ",90 m²,3 phòng,2 phòng,Đông - Nam,,Sổ đỏ/ Sổ hồng,Cơ bản,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-thi-tran-trau-quy-prj-masteri-lakeside/-t-toa-u38-tu-stu-1pn-2pn-3pn-view-chiet-khau-15-3-pr42164585,"Dự án Masteri Lakeside, Thị trấn Trâu Quỳ, Gia Lâm, Hà Nội","4,3 tỷ",69 m²,2 phòng,2 phòng,,,,Cơ bản.,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-pho-lang-ha-phuong-thanh-cong-prj-the-nelson-private-residences/so-luong-gioi-han-2-3pn-trung-tam-quan-ba-dinh-view-cong-pr42915301,"The Nelson Private Residences, 29, Phố Láng Hạ, Phường Thành Công, Ba Đình, Hà Nội",Thỏa thuận,87 m²,2 phòng,2 phòng,,,Sổ đỏ/ Sổ hồng,Cơ bản,,,
https://batdongsan.com.vn/ban-nha-mat-pho-duong-an-duong-vuong-phuong-phu-thuong-1/b-view-song-hong-cuc-dep-180m-tien-7-5m-gia-chi-39-9-ty-pr43059143,"Đường An Dương Vương, Phường Phú Thượng, Tây Hồ, Hà Nội","39,9 tỷ",180 m²,6 phòng,5 phòng,Đông - Bắc,Đông,Sổ đỏ/ Sổ hồng.,,"7,5 m",7 m,4 tầng
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-co-loa-xa-dong-hoi-prj-vinhomes-co-loa/ban-can-ad3-33-80m2-20ty-ap-xe-khe-canh-grand-world-ng-vien-truong-hoc-loa-pr42377687,"Dự án Vinhomes Cổ Loa, Đường Cổ Loa, Xã Đông Hội, Đông Anh, Hà Nội",25 tỷ,80 m²,6 phòng,5 phòng,Đông - Bắc,Đông - Bắc,Sổ đỏ/ Sổ hồng,Cơ bản,5 m,13 m,5 tầng
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-minh-khai-phuong-vinh-tuy-prj-times-city/danh-sach-ban-re-nhat-thang-06-2025-co-so-ng-mua-ban-chinh-chu-lh-pr43127629,"Dự án Times City, Đường Minh Khai, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội","6,3 tỷ",75 m²,2 phòng,2 phòng,,Nam,Sổ đỏ/ Sổ hồng,Đầy đủ,,,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-phuong-phu-thuong-1-prj-kita-capital-ciputra/truc-tiep-cdt-ban-bt-150m2-canh-cong-vien-65ha-ban-giao-ngay-co-ham-so-do-mien-lai-2-nam-pr42879692,"Dự án Kita Capital Ciputra, Phường Phú Thượng, Tây Hồ, Hà Nội",50 tỷ,150 m²,5 phòng,4 phòng,,Đông - Nam,Sổ đỏ/ Sổ hồng,Cơ bản,7 m,"17,5 m",4 tầng
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-xa-tan-hoi-7-prj-vinhomes-wonder-city/khu-pho-hung-dong-hd05-02-quy-doc-quyen-city-pr43115761,"Dự án Vinhomes Wonder City, Xã Tân Hội, Đan Phượng, Hà Nội",20 tỷ,"96,2 m²",,,Đông - Nam,,Hợp đồng mua bán,Không nội thất,8 m,11 m,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-xa-tan-hoi-7-prj-vinhomes-wonder-city/doc-quyen-5-suat-ngoai-giao-dan-phuong-dien-tich-88-96m2-gia-chi-16-7-ty-canh-vinschool-pr43023147,"Vinhomes Wonder City, Tân Hội, Đan Phượng, Hà Nội","16,7 tỷ",88 m²,4 phòng,4 phòng,,,Sổ đỏ/ Sổ hồng,,8 m,13 m,
https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-tay-mo-prj-the-sapphire-vinhomes-smart-city/toi-chinh-chu-ban-ca-2-2pn-64m-3-ty-830-net-va-2pn-55-2m-3-1-ty-city-pr43125547,"The Sapphire-Vinhomes Smart City, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội","3,8 tỷ","63,9 m²",2 phòng,2 phòng,Đông - Nam,Đông - Nam,Sổ đỏ/ Sổ hồng,Đầy đủ,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-thi-tran-trau-quy-prj-masteri-lakeside/-t-5-view-28-5ha-gia-62tr-m-chiet-khau-15-3-stu-1n-2n-3pn-pr43119130,"Dự án Masteri Lakeside, Thị trấn Trâu Quỳ, Gia Lâm, Hà Nội","5,5 tỷ","90,4 m²",3 phòng,2 phòng,Đông - Bắc,Tây - Nam,Hợp đồng mua bán,Cơ bản,,,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-vanh-dai-3-5-xa-van-canh-1-prj-an-lac-green-symphony/b-c-shophouse-view-ho-du-lac-pr33655449,"Dự án An Lạc Green Symphony, Đường Vành Đai 3.5, Xã Vân Canh, Hoài Đức, Hà Nội",25 tỷ,102 m²,,,,Tây - Nam,* Pháp lý: Tất cả các căn đã ký Hợp đồng mua bán.,,6 m,58 m,5 tầng
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-le-trong-tan-phuong-la-khe-prj-evelyne-gardens-parkcity-ha-noi/sieu-pham-vuon-2-mat-thoang-120m2-thong-tang-4pn-4wc-tai-37-ty-vnd-pr42929304,"Evelyne Gardens - ParkCity Hà Nội, Lê Trọng Tấn, La Khê, Hà Đông, Hà Nội",37 tỷ,120 m²,4 phòng,4 phòng,Tây,Đông,Sổ đỏ/ Sổ hồng,Đầy đủ,6 m,13 m,3 tầng
https://batdongsan.com.vn/ban-nha-mat-pho-pho-lang-ha-phuong-thanh-cong/ban-60-ty-115m2-tien-5-5m-xay-4-tang-dang-cho-thue-cao-vi-tri-dep-pr37466364,"Phố Láng Hạ, Phường Thành Công, Ba Đình, Hà Nội",Thỏa thuận,115 m²,,,,,Sổ đỏ/ Sổ hồng.,,,,4 tầng
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-hoa-sua-phuong-phuc-loi-prj-vinhomes-riverside/ban-sieu-don-lap-goc-270ty-dien-tich-606m2-co-ong-luong-pr43123789,"Vinhomes Riverside, Đường Hoa Sữa, Phường Phúc Lợi, Long Biên, Hà Nội",270 tỷ,606 m²,,,Đông - Bắc,Đông - Nam,Sổ đỏ/ Sổ hồng,Đầy đủ,"20,85 m",30 m,4 tầng
https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-xa-da-ton-prj-the-beverly-vinhomes-ocean-park/shop-chan-de-chung-cu-ngay-mat-sanh-so-hong-lau-dai-gia-chi-10-15-ty-san-khach-thue-pr43060294,"Dự án The Beverly - Vinhomes Ocean Park, Xã Đa Tốn, Gia Lâm, Hà Nội",Thỏa thuận,59 m²,,,,,Sổ đỏ/ Sổ hồng,,,,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-co-loa-xa-dong-hoi-prj-vinhomes-co-loa/truc-tiep-cdt-quy-can-cuoi-cung-du-an-anh-chi-tu-18-2-ty-can-pr42970097,"Dự án Vinhomes Cổ Loa, Đường Cổ Loa, Xã Đông Hội, Đông Anh, Hà Nội",23 tỷ,75 m²,4 phòng,4 phòng,Đông - Nam,,Hợp đồng mua bán,Cơ bản,5 m,20 m,5 tầng
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-tan-mai-phuong-hoang-van-thu-4-prj-louis-city-hoang-mai/do-thay-doi-hoach-su-dung-nen-can-ban-can-dien-tich-95m2-12m-view-dep-pr42990697,"Dự án Louis City Hoàng Mai, Đường Tân Mai, Phường Hoàng Văn Thụ, Hoàng Mai, Hà Nội",Thỏa thuận,95 m²,,,Nam,,Có sổ.,,5 m,"12,5 m",5 tầng
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-xa-tan-hoi-7-prj-vinhomes-wonder-city/1-can-duy-nhat-sat-vincom-da-hoan-thien-3-tang-96m2-ma-gia-18-6-ty-dau-tu-kinh-doanh-cuc-ky-tot-pr42790707,"Dự án Vinhomes Wonder City, Xã Tân Hội, Đan Phượng, Hà Nội","18,6 tỷ",96 m²,5 phòng,5 phòng,Đông - Bắc,Đông - Bắc,Sổ đỏ/ Sổ hồng,Đầy đủ,8 m,13 m,5 tầng
https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-phu-thuong-1-prj-sunshine-riverside/quy-ngoai-giao-chuyen-nhuong-moi-nhat-tai-tay-nhinh-5-ty-2-ngu-7-ty-3-ngu-pr42223192,"Dự án Sunshine Riverside, Phường Phú Thượng, Tây Hồ, Hà Nội","6,7 tỷ",89 m²,3 phòng,2 phòng,,,Sổ đỏ/ Sổ hồng,Đầy đủ,,,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-co-loa-xa-dong-hoi-prj-vinhomes-co-loa/mo-ban-quy-thuong-so-luong-gioi-han-thanh-toan-30-mien-lai-70-den-36-thang-pr41402667,"Dự án Vinhomes Cổ Loa, Đường Cổ Loa, Xã Đông Hội, Đông Anh, Hà Nội","17,8 tỷ",63 m²,5 phòng,5 phòng,,,Sổ đỏ/ Sổ hồng,Không nội thất,,,5 tầng
https://batdongsan.com.vn/ban-can-ho-chung-cu-thi-tran-trau-quy-prj-masteri-lakeside/-ngoai-giao-gia-tot-lake-side-view-truc-dien-29ha-vip-nhat-lh-ngay-pr42419360,"Dự án Masteri Lakeside, Thị trấn Trâu Quỳ, Gia Lâm, Hà Nội",Thỏa thuận,"89,3 m²",3 phòng,2 phòng,,,Hợp đồng mua bán.,,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-tuan-phuong-thanh-xuan-trung-prj-viha-complex/10-suat-noi-bo-gia-tot-dep-cua-du-an-107-lien-he-ngay-pr39187138,"Viha Complex, 107, Đường Nguyễn Tuân, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội",90 triệu/m²,72 m²,2 phòng,2 phòng,Tây - Bắc,Đông - Nam,Sổ đỏ/ Sổ hồng,Đầy đủ nội thất tiêu chuẩn bàn giao quốc tế 5*.,,,
https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-phuong-tay-mo-prj-vinhomes-smart-city/khai-xuan-quy-55m2-gia-10-ty-cho-thue-60tr-thang-ky-truc-tiep-so-do-lau-dai-pr42097503,"Dự án Vinhomes Smart City , Phường Tây Mỗ, Nam Từ Liêm, Hà Nội",11 tỷ,63 m²,,,,,Sổ đỏ/ Sổ hồng,,,,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-xa-van-canh-1-prj-an-lac-green-symphony/ban-lo-80m2-con-lai-duy-nhat-truc-tiep-tu-chu-dau-tu-chiet-khau-cao-pr43121073,"Dự án An Lạc Green Symphony, Xã Vân Canh, Hoài Đức, Hà Nội",Thỏa thuận,80 m²,5 phòng,,,,,,,,4 tầng
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-pham-hung-phuong-my-dinh-1-prj-vinhomes-skylake/ban-4pn-3wc-158m2-chi-voi-17-ty-tai-vinmes-1-nam-tu-liem-ha-noi-pr41719225,"Dự án Vinhomes Skylake, Đường Phạm Hùng, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội","6,8 tỷ",75 m²,2 phòng,2 phòng,Đông - Nam,Tây - Bắc,Sổ đỏ/ Sổ hồng,"Đầy đủ + Căn hộ được trang bị đầy đủ nội thất hiện đại, bao gồm điều hòa, tủ lạnh, giường, mang đến sự tiện nghi tối đa cho cư dân.",,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-xa-duong-xa-prj-vinhomes-ocean-park-gia-lam/ban-1pn-1-1wc-tai-da-ton-ha-noi-2-5-ty-43m2-pr43100731,"Dự án Vinhomes Ocean Park Gia Lâm, Xã Dương Xá, Gia Lâm, Hà Nội","2,5 tỷ",43 m²,1 phòng,1 phòng,Đông - Bắc,Tây - Nam,Sổ đỏ/ Sổ hồng,Đầy đủ,,,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-phuong-phu-thuong-1-prj-khu-do-thi-nam-thang-long-ciputra/ban-gap-bt5a-150-m2-gan-duong-lon-gia-cat-lo-tot-nhat-du-an-chi-400-trieu-m2-pr43118976,"Khu đô thị Nam Thăng Long - Ciputra, Phú Thượng, Tây Hồ, Hà Nội",60 tỷ,"149,6 m²",6 phòng,6 phòng,Tây - Bắc,Tây - Bắc,Sổ đỏ/ Sổ hồng,,6 m,13 m,5 tầng
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-le-trong-tan-phuong-duong-noi-prj-khu-do-thi-geleximco-le-trong-tan/hiem-4-tang-dang-cho-thue-25tr-thang-mat-tien-7m-chi-nhinh-23-ty-pr42901201,"Dự án Geleximco Lê Trọng Tấn, Đường Lê Trọng Tấn, Phường Dương Nội, Hà Đông, Hà Nội",Thỏa thuận,123 m²,,,Tây - Bắc,,,,7 m,,4 tầng
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-co-loa-xa-dong-hoi-prj-vinhomes-co-loa/tong-hop-quy-hang-cdt-va-chuyen-nhuong-cap-nhat-moi-nhat-tai-anh-thang-5-25-pr43039788,"Dự án Vinhomes Cổ Loa, Đường Cổ Loa, Xã Đông Hội, Đông Anh, Hà Nội","24,2 tỷ",80 m²,,,,,Sổ đỏ/ Sổ hồng,Không nội thất,5 m,13 m,
https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-tuan-phuong-thanh-xuan-trung/lo-goc-3-mat-thoang-mat-tien-14m-thang-may-kinh-doanh-pr42924457,"Đường Nguyễn Tuân, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội","72,5 tỷ",139 m²,6 phòng,6 phòng,,,Sổ đỏ/ Sổ hồng,Đầy đủ,14 m,15 m,6 tầng
https://batdongsan.com.vn/ban-can-ho-chung-cu-xa-da-ton-prj-the-paris-vinhomes-ocean-park/giam-soc-1-pn-toa-pr6-chi-con-2-6xty-tra-truoc-15-550tr-mien-goc-lai-24-thang-lh-pr43114683,"Dự án The Paris - Vinhomes Ocean Park, Xã Đa Tốn, Gia Lâm, Hà Nội","2,65 tỷ",47 m²,1 phòng,1 phòng,,,Sổ đỏ/ Sổ hồng,"Bàn giao nội thất liền tường cao cấp, ban công kính.",,,
