Link,Địa chỉ,Mức giá,Diện tích,Số phòng ngủ,"Số phòng tắm, vệ sinh",Hướng ban công,Pháp lý,Nội thất,Mặt tiền,Hướng nhà,Đường vào,Số tầng
https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-kien-hung-prj-mipec-city-view/ban-nha-m1-ha-dong-chinh-chu-anh-trai-gui-ban-sieu-dep-57m-toa-m1-3-2x-ty-pr43078977,"Dự án Mipec City View, Phường Kiến Hưng, Hà Đông, Hà Nội","3,25 tỷ",57 m²,2 phòng,1 phòng,Đông - Nam,Sổ đỏ/ Sổ hồng,Đầy đủ,,Tây - Bắc,,
https://batdongsan.com.vn/ban-dat-duong-23b-xa-nam-hong-3/ban-tai-dong-anh-ha-noi-3-ty-48-m2-chinh-chu-gia-tot-pr43078033,"Đường 23B, Xã Nam Hồng, Đông Anh, Hà Nội",3 tỷ,48 m²,,,,Sổ đỏ/ Sổ hồng,,4 m,Tây,3 m,
https://batdongsan.com.vn/ban-nha-rieng-duong-ngo-thi-sy-phuong-van-phuc-1/b-an-ngothisy-vanphuc-hadong-30m-5-tang-mt4-2m-thang-may-p-0to-tranh30m-gia-8-15-ty-pr43078402,"Đường Ngô Thì Sỹ, Phường Vạn Phúc, Hà Đông, Hà Nội","8,15 tỷ",30 m²,3 phòng,5 phòng,,Sổ đỏ/ Sổ hồng,Đầy đủ xịn sò.,"4,2 m",,3 m,5 tầng
https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-mo-lao-prj-chung-cu-booyoung/-goc-hiem-88-55m2-3pn-ct7-view-duong-lon-6-4-ty-pr43078629,"Dự án Booyoung, Phường Mỗ Lao, Hà Đông, Hà Nội","6,4 tỷ","88,55 m²",3 phòng,,Đông - Nam,Sổ đỏ/ Sổ hồng,,,Tây - Bắc,,
https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-nguyen-co-thach-phuong-cau-dien-prj-golden-field-my-dinh/ban-dt-293m2-so-do-50-nam-dang-cho-thue-gia-78tr-m2-pr39896586,"Dự án Golden Field Mỹ Đình, Đường Nguyễn Cơ Thạch, Phường Cầu Diễn, Nam Từ Liêm, Hà Nội.",78 triệu/m²,"293,4 m²",,,,Sổ đỏ/ Sổ hồng,Cơ bản,,,,
https://batdongsan.com.vn/ban-nha-rieng-duong-bui-xuong-trach-phuong-khuong-dinh/ban-4-tang-tai-6-68-ty-34-m2-chinh-chu-hang-hiem-pr43080539,"Đường Bùi Xương Trạch, Phường Khương Đình, Thanh Xuân, Hà Nội","6,68 tỷ",34 m²,,,,Sổ đỏ/ Sổ hồng,Cơ bản,"4,5 m",,,4 tầng
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nghiem-xuan-yem-phuong-dai-kim-prj-khu-do-thi-dai-kim/-ban-gap-1pn-tai-toa-b-vinaconex-nha-da-sua-dep-gia-3-2-ty-co-tl-pr42784522,"Dự án KĐT Đại Kim, Đường Nghiêm Xuân Yêm, Phường Đại Kim, Hoàng Mai, Hà Nội","3,2 tỷ",47 m²,1 phòng,1 phòng,,,Đầy đủ nội thất.,,,,
https://batdongsan.com.vn/ban-nha-rieng-duong-linh-dam-phuong-hoang-liet/ban-gap-lo-goc-46-met-6-tang-o-to-qua-lai-gia-12-5-ty-lh-pr42756747,"Đường Linh Đàm, Phường Hoàng Liệt, Hoàng Mai, Hà Nội","12,5 tỷ",46 m²,10 phòng,6 phòng,,Sổ đỏ/ Sổ hồng,Cơ bản,,Tây - Nam,,6 tầng
https://batdongsan.com.vn/ban-dat-xa-phuc-hoa-1/ban-720-trieu-670m2-hang-hiem-tai-tho-ha-noi-pr43074856,"Xã Phúc Hòa, Phúc Thọ, Hà Nội",720 triệu,670 m²,,,,Sổ đỏ/ Sổ hồng,,,Đông - Nam,8 m,
https://batdongsan.com.vn/ban-nha-rieng-pho-tran-cung-phuong-co-nhue-1/-50m-thang-may-thiet-ke-hien-dai-10-5-ty-pr43077137,"Phố Trần Cung, Phường Cổ Nhuế 1, Bắc Từ Liêm, Hà Nội","10,5 tỷ",50 m²,5 phòng,6 phòng,,Sổ đỏ/ Sổ hồng,Đầy đủ,"3,6 m",,,5 tầng
https://batdongsan.com.vn/ban-nha-rieng-duong-thach-ban-phuong-thach-ban-1/hang-xom-nho-gap-long-bien-gia-chi-6-ty-pr43080263,"Đường Thạch Bàn, Phường Thạch Bàn, Long Biên, Hà Nội",6 tỷ,38 m²,3 phòng,4 phòng,,Sổ đỏ/ Sổ hồng,Cơ bản,4 m,Tây - Nam,6 m,5 tầng
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-cau-giay-phuong-dich-vong-prj-toa-nha-335-cau-giay/ban-tai-335-75-trieu-m2-125-m2-3pn-2wc-gia-uu-dai-pr43080262,"Dự án 335 Cầu Giấy, Đường Cầu Giấy, Phường Dịch Vọng, Cầu Giấy, Hà Nội",75 triệu/m²,125 m²,3 phòng,2 phòng,Tây,Sổ đỏ/ Sổ hồng,Đầy đủ,,Nam,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-le-trong-tan-phuong-kien-hung-prj-khu-do-thi-kien-hung/-ban-re-gap-ha-dong-70m-lh-0966786226-pr37219270,"Dự án Kiến Hưng, Đường Lê Trọng Tấn, Phường Kiến Hưng, Hà Đông, Hà Nội","2,15 tỷ",70 m²,2 phòng,2 phòng,Nam,Sổ đỏ,"Điều hòa, tủ bếp, nóng lạnh, giường, tủ, bàn ghế...",,Bắc,,
https://batdongsan.com.vn/ban-nha-rieng-pho-pho-hue-phuong-pho-hue/anh-that-ngo-rong-10m-via-he-3m-dt-50m2-x5-5t-kien-co-vua-o-vua-cho-t-pr42601415,"Phố Phố Huế, Phường Phố Huế, Hai Bà Trưng, Hà Nội","21,9 tỷ",52 m²,5 phòng,5 phòng,Nam,Sổ đỏ/ Sổ hồng,,5 m,Nam,10 m,6 tầng
https://batdongsan.com.vn/ban-nha-rieng-phuong-sai-dong/chu-can-tien-ban-nh-trong-7-ngay-gia-chot-sieu-linh-long-bien-kinh-doanh-pr43080536,"Phường Sài Đồng, Long Biên, Hà Nội","3,98 tỷ",80 m²,3 phòng,2 phòng,,Sổ đỏ/ Sổ hồng,Đầy đủ,,,,
https://batdongsan.com.vn/ban-nha-rieng-phuong-yen-hoa-2/tin-hot-ngon-bo-re-cau-giay-moi-tinh-cau-thang-may-35m-6t-mt-4m-ngo-o-to-gia-9-ty-pr43061492,"Phường Yên Hòa, Cầu Giấy, Hà Nội","9,6 tỷ",35 m²,3 phòng,4 phòng,,Sổ đỏ/ Sổ hồng,,4 m,,,6 tầng
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-phuong-phu-thuong-1/ban-vuon-dao-khu-d5b-325m2-5-tang-mat-tien-15m-gia-170-ty-tang-full-that-pr42169612,"Phường Phú Thượng, Tây Hồ, Hà Nội",170 tỷ,325 m²,5 phòng,6 phòng,,Sổ đỏ/ Sổ hồng,Đầy đủ,15 m,,20 m,5 tầng
https://batdongsan.com.vn/ban-can-ho-chung-cu-pho-mai-dich-phuong-mai-dich/tap-the-tang-3-3phong-ngu-2-wc-pr43059370,"Phố Mai Dịch, Phường Mai Dịch, Cầu Giấy, Hà Nội","3,6 tỷ",86 m²,3 phòng,2 phòng,,Sổ đỏ/ Sổ hồng,Đầy đủ,,,,
https://batdongsan.com.vn/ban-dat-duong-xuan-dinh-phuong-xuan-dinh/-mat-pho-doi-dep-nhat-gan-nut-giao-truc-lon-via-he-kinh-doanh-pr43074722,"Đường Xuân Đỉnh, Phường Xuân Đỉnh, Bắc Từ Liêm, Hà Nội","22,8 tỷ",68 m²,,,,Sổ đỏ/ Sổ hồng,,,,30 m,
https://batdongsan.com.vn/ban-can-ho-chung-cu-xa-da-ton-prj-the-sapphire-2-vinhomes-ocean-park/chinh-chu-ban-ch-2pn-63m2-toa-s2-full-do-noi-that-tang-trung-o-ngay-gia-dau-tu-pr42981963,"Dự án The Sapphire 2 - Vinhomes Ocean Park, Xã Đa Tốn, Gia Lâm, Hà Nội","3,19 tỷ",63 m²,2 phòng,2 phòng,Tây - Bắc,Sổ đỏ/ Sổ hồng,Đầy đủ,,Đông - Bắc,,
https://batdongsan.com.vn/ban-nha-rieng-duong-thach-ban-phuong-thach-ban-1/-xay-moi-5t-mt-4-1m-o-to-do-cong-5-9-ty-pr43080513,"Đường Thạch Bàn, Phường Thạch Bàn, Long Biên, Hà Nội","5,9 tỷ",35 m²,3 phòng,4 phòng,,Sổ đỏ/ Sổ hồng.,Cơ bản.,"4,1 m",,5 m,5 tầng
https://batdongsan.com.vn/ban-dat-duong-nguyen-khoai-phuong-thanh-tri/mat-pho-sau-quy-hoach-46m2-mat-tien-3-7m-chao-7-ty-pr43075093,"Đường Nguyễn Khoái, Phường Thanh Trì, Hoàng Mai, Hà Nội",7 tỷ,46 m²,,,,Sổ đỏ/ Sổ hồng,,"3,7 m",,2 m,
https://batdongsan.com.vn/ban-nha-mat-pho-duong-phan-ke-binh-phuong-cong-vi/-ba-dinh-kinh-doanh-sam-uat-khu-nhat-han-vip-tien-rong-dep-xay-toa-10-tang-pr43079260,"Đường Phan Kế Bính, Phường Cống Vị, Ba Đình, Hà Nội","34,8 tỷ",85 m²,3 phòng,3 phòng,,Sổ đỏ/ Sổ hồng,,,,,4 tầng
https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-khang-phuong-yen-hoa-2/lai-mot-em-sieu-pham-dep-moi-ra-dep-long-lanh-40m-5t-mt-4-5-noi-that-sin-so-gia-chi-nhinh-9-ty-pr43051340,"Đường Nguyễn Khang, Phường Yên Hòa, Cầu Giấy, Hà Nội","9,95 tỷ",40 m²,4 phòng,4 phòng,,Sổ đỏ/ Sổ hồng,Đầy đủ,"4,5 m",,4 m,5 tầng
https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-tran-thu-do-xa-tu-hiep-prj-chung-cu-iec-residences-tu-hiep/ban-gap-60m2-gia-25-ty-tai-thanh-tri-hn-pr43074577,"Dự án IEC Residences Tứ Hiệp , Đường Trần Thủ Độ, Xã Tứ Hiệp, Thanh Trì, Hà Nội",25 tỷ,60 m²,7 phòng,3 phòng,,Sổ đỏ/ Sổ hồng,Đầy đủ,5 m,Tây - Bắc,24 m,5 tầng
https://batdongsan.com.vn/ban-dat-duong-le-duc-tho-phuong-cau-dien/mat-pho-1600m2-full-cu-lau-dai-3-mat-o-to-tranh-280tr-1m2-da-cong-nang-su-dung-pr43078336,"Đường Lê Đức Thọ, Phường Cầu Diễn, Nam Từ Liêm, Hà Nội",450 tỷ,1.600 m²,,,,Sổ đỏ/ Sổ hồng,,,,,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-dai-lo-thang-long-xa-an-khanh-4-prj-mailand-hanoi-city/b-6pn-6wc-tai-maild-hoi-gia-thoa-259m2-vi-tri-dep-trong-khu-lakeside-pr43080507,"Mailand Hanoi City, Đại lộ Thăng Long, An Khánh, Hoài Đức, Hà Nội",Thỏa thuận,259 m²,6 phòng,6 phòng,,Sổ đỏ/ Sổ hồng,Đầy đủ,,Tây,,3 tầng
https://batdongsan.com.vn/ban-nha-rieng-duong-dam-quang-trung-phuong-long-bien/ban-dien-tich-50m2-5-tang-lo-goc-3-mat-thoang-gan-cau-vinh-tuy-aeon-mall-pr43080505,"Đường Đàm Quang Trung, Phường Long Biên, Long Biên, Hà Nội","8,15 tỷ",50 m²,6 phòng,4 phòng,,Sổ đỏ/ Sổ hồng.,Đầy đủ hoàn thiện full nội thất chất lượng.,"3,5 m",,3 m,5 tầng
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-duc-canh-phuong-tuong-mai-prj-hud3-nguyen-duc-canh/ban-goc-3-ngu-60-h-gia-chi-6-1ty-pr43075070,"HUD3 Nguyễn Đức Cảnh, 60, Đường Nguyễn Đức Cảnh, Phường Tương Mai, Hoàng Mai, Hà Nội","6,16 tỷ",96 m²,3 phòng,2 phòng,,Sổ đỏ/ Sổ hồng,Đầy đủ,,,,
https://batdongsan.com.vn/ban-nha-mat-pho-pho-khuong-thuong-phuong-khuong-thuong/anh-that-ho-dt-84m2-mt-5-1m-gia-22-ty-view-dinh-pr42556288,"Phố Khương Thượng, Phường Khương Thượng, Đống Đa, Hà Nội",22 tỷ,84 m²,,,,Sổ đỏ/ Sổ hồng,,6 m,Đông - Nam,6 m,5 tầng
https://batdongsan.com.vn/ban-nha-rieng-duong-yen-hoa-phuong-yen-hoa-2/sieu-pham-dep-nhu-hau-ngay-32m-6t-mt4-2m-cau-thang-may-ngo-sach-dep-chi-nhinh-9-ty-pr43050797,"Ngõ 217, Đường Yên Hòa, Phường Yên Hòa, Cầu Giấy, Hà Nội","9,8 tỷ",32 m²,4 phòng,4 phòng,,Sổ đỏ chính chủ.,Đầy đủ,"4,2 m",,4 m,6 tầng
https://batdongsan.com.vn/ban-nha-mat-pho-duong-vong-thi-phuong-thuy-khue/ban-toa-9-tang-trich-sai-quan-tay-ho-thang-may-75m2-pr42619596,"đường Võng Thị, Phường Thụy Khuê, Tây Hồ, Hà Nội","48,9 tỷ",75 m²,8 phòng,6 phòng,,Sổ đỏ/ Sổ hồng,Đầy đủ,6 m,,10 m,9 tầng
https://batdongsan.com.vn/ban-nha-rieng-duong-vuong-thua-vu-phuong-khuong-trung/ban-can-cho-thue-120tr-thang-oto-tranh-ngo-thong-kinh-doanh-cach-20m-ra-pho-vu-pr41180469,"Đường Vương Thừa Vũ, Phường Khương Trung, Thanh Xuân, Hà Nội","20,5 tỷ",75 m²,17 phòng,17 phòng,,Sổ đỏ/ Sổ hồng,Đầy đủ,5 m,,6 m,
https://batdongsan.com.vn/ban-dat-duong-yen-noi-phuong-lien-mac/ban-85m2-no-hau-tang-nha-c4-ngo-thong-o-to-7-cho-vao-nha-gia-7-8-ty-pr43074385,"Đường Yên Nội, Phường Liên Mạc, Bắc Từ Liêm, Hà Nội","7,8 tỷ",85 m²,,,,Sổ đỏ/ Sổ hồng,,5 m,Đông - Nam,"3,5 m",
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-lac-long-quan-phuong-phu-thuong-1-prj-heritage-west-lake/ban-03-ngu-dien-tich-145m2-view-tay-ban-giao-full-noi-that-5-lh-pr42718679,"Dự án Heritage West Lake, Đường Lạc Long Quân, Phường Phú Thượng, Tây Hồ, Hà Nội",22 tỷ,145 m²,3 phòng,3 phòng,Đông - Nam,Hợp đồng mua bán,Đầy đủ,,Tây - Bắc,,
https://batdongsan.com.vn/ban-dat-duong-ho-tung-mau-phuong-cau-dien/chinh-chu-ban-gap-160m2-mat-tien-8m-2-tang-o-to-tranh-gia-28-8-ty-pr43080494,"Đường Hồ Tùng Mậu, Phường Cầu Diễn, Nam Từ Liêm, Hà Nội","28,8 tỷ",160 m²,,,,Sổ đỏ/ Sổ hồng,,8 m,,,
https://batdongsan.com.vn/ban-dat-duong-lien-ha-xa-van-ha-1/ban-vuong-dep-ngo-thong-o-to-vao-60m-mt-4m-co-1-8-ty-pr40599769,"Đường Liên Hà, Xã Vân Hà, Đông Anh, Hà Nội","6,1 tỷ",142 m²,,,,Sổ đỏ/ Sổ hồng.,,"8,8 m",,3 m,
https://batdongsan.com.vn/ban-nha-mat-pho-pho-bach-mai-phuong-cau-den/em-xin-anh-chu-dung-doi-y-mp-127m2-gia-32-ty-mt-4m-vi-tri-dep-pr40885485,"Phố Bạch Mai, Phường Cầu Dền, Hai Bà Trưng, Hà Nội","36,5 tỷ",127 m²,,,Đông,Sổ đỏ/ Sổ hồng,,4 m,Đông,30 m,3 tầng
https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-dai-kim-prj-khu-do-thi-moi-linh-dam/-3-ngu-71m2-ct3cx2-ang-mai-so-chinh-chu-gia-4-ty-540-trieu-lh-pr43075026,"Dự án KĐT Linh Đàm, Phường Đại Kim, Hoàng Mai, Hà Nội","4,54 tỷ",71 m²,3 phòng,2 phòng,,Sổ đỏ/ Sổ hồng,Đầy đủ,,,,
https://batdongsan.com.vn/ban-nha-rieng-duong-giap-bat-phuong-giap-bat/ban-gap-cc-mini-15-5-ty-63m2-14pn-tai-hoang-mai-ha-noi-gan-o-to-pr42636045,"Đường Giải Phóng, Phường Giáp Bát, Hoàng Mai, Hà Nội","15,5 tỷ",63 m²,14 phòng,14 phòng,Nam,Sổ đỏ/ Sổ hồng,Đầy đủ,5 m,Nam,,6 tầng
https://batdongsan.com.vn/ban-nha-mat-pho-pho-thai-ha-phuong-trung-liet/-quan-dong-da-kinh-doanh-via-he-to-52m2-1-1-ngo-pr42598121,"Phố Thái Hà, Phường Trung Liệt, Đống Đa, Hà Nội",39 tỷ,52 m²,4 phòng,3 phòng,,Sổ đỏ/ Sổ hồng,Đầy đủ,"3,1 m",,10 m,5 tầng
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-phuong-kien-hung-prj-khu-do-thi-thanh-ha-muong-thanh/ban-gap-bt-200m2-tai-18-ty-dong-hn-pr43078316,"Khu đô thị Thanh Hà Mường Thanh, Kiến Hưng, Hà Đông, Hà Nội",18 tỷ,200 m²,,,,,,,,,
https://batdongsan.com.vn/ban-dat-duong-huu-hung-phuong-tay-mo/cuc-hot-manh-dep-tu-liem-50m2-rat-gan-oto-phu-hop-xay-ccmn-gia-dau-tu-5-15-ty-pr43080477,"Đường Hữu Hưng, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội","5,15 tỷ",50 m²,,,,Sổ đỏ/ Sổ hồng,,,,,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-422-xa-tan-hoi-7-prj-vinhomes-wonder-city/ban-200-trieu-m2-96-m2-4pn-4wc-pr42688589,"Dự án Vinhomes Wonder City, Đường 422, Xã Tân Hội, Đan Phượng, Hà Nội",200 triệu/m²,96 m²,4 phòng,4 phòng,Đông - Nam,Hợp đồng mua bán,,8 m,,30 m,3 tầng
https://batdongsan.com.vn/ban-nha-mat-pho-duong-quang-trung-phuong-quang-trung-17/ban-ha-dong-lo-goc-kinh-doanh-sam-uat-lh-pr42569401,"Đường Quang Trung, Phường Quang Trung, Hà Đông, Hà Nội",42 tỷ,95 m²,4 phòng,4 phòng,,Sổ đỏ/ Sổ hồng,Cơ bản,"4,9 m",Tây - Bắc,42 m,5 tầng
https://batdongsan.com.vn/ban-dat-xa-uy-no/can-ra-gap-100m2-mt7m-gan-pho-o-to-9-53-ty-dong-anh-pr43077845,"Xã Uy Nỗ, Đông Anh, Hà Nội","9,53 tỷ",100 m²,,,,,,7 m,,"3,5 m",
https://batdongsan.com.vn/ban-can-ho-chung-cu-xa-dong-hoi-prj-imperia-co-loa/ban-vinhomes-chi-tu-94-trieu-m2-view-dep-tai-anh-ha-noi-pr42688965,"Dự án Imperia Cổ Loa, Xã Đông Hội, Đông Anh, Hà Nội",Thỏa thuận,"69,6 m²",2 phòng,2 phòng,Đông - Nam,Hợp đồng mua bán,Cơ bản,,Đông - Nam,,
https://batdongsan.com.vn/ban-dat-duong-van-noi-xa-van-noi/sieu-pham-dau-gia-vien-dong-anh-ha-can-ban-pr43077791,"Đường Vân Nội, thôn Viên Nội, Xã Vân Nội, Đông Anh, Hà Nội",118 triệu/m²,108 m²,,,,Sổ đỏ/ Sổ hồng,,6 m,,12 m,
https://batdongsan.com.vn/ban-nha-rieng-duong-xuan-dinh-phuong-xuan-dinh/cuc-hot-btl-5-tang-lo-goc-kd-o-to-do-cua-8-5-ty-pr43076914,"Đường Xuân Đỉnh, Phường Xuân Đỉnh, Bắc Từ Liêm, Hà Nội","8,5 tỷ","33,2 m²",,,Bắc,Sổ đỏ/ Sổ hồng,Đầy đủ,"5,2 m",Bắc,3 m,5 tầng
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-tran-thu-do-phuong-hoang-liet-prj-green-park-tran-thu-do/-gia-tot-nhat-cap-nhat-lien-tuc-quy-2n-3n-dt-53m-99m-gia-tu-2-7-ty-phap-ly-sdcc-pr42684216,"Green Park Trần Thủ Độ, Trần Thủ Độ, Hoàng Liệt, Hoàng Mai, Hà Nội",4 tỷ,68 m²,2 phòng,2 phòng,,Sổ đỏ/ Sổ hồng,,,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-ngoc-hoi-phuong-hoang-liet-prj-rose-town-79-ngoc-hoi/chinh-chu-toi-ban-gap-ch-3pn-93m-do-co-ban-tai-79-chi-5-7-ty-lh-pr42281300,"Rose Town 79 Ngọc Hồi, Ngọc Hồi, Hoàng Liệt, Hoàng Mai, Hà Nội","5,7 tỷ",93 m²,3 phòng,2 phòng,Đông - Bắc,Hợp đồng mua bán,Đồ cơ bản,,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-duy-trinh-phuong-dai-kim-prj-khu-do-thi-moi-linh-dam/so-huu-3-ngu-73m2-no-7a-hoang-mai-co-so-gia-chi-4-ty-540-trieu-lh-pr43075021,"Dự án KĐT Linh Đàm, Đường Nguyễn Duy Trinh, Phường Đại Kim, Hoàng Mai, Hà Nội","4,54 tỷ",73 m²,3 phòng,2 phòng,,Sổ đỏ/ Sổ hồng,Đầy đủ,,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-lac-long-quan-phuong-nghia-do-1-prj-watermark/chinh-chu-ban-2n-107m-view-truc-dien-tay-full-gia-chi-10-8-ty-lh-pr41869628,"Watermark, Lạc Long Quân, Nghĩa Đô, Cầu Giấy, Hà Nội","7,5 tỷ",78 m²,2 phòng,2 phòng,Đông,Sổ đỏ/ Sổ hồng,Đầy đủ,,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-tran-thu-do-phuong-hoang-liet-prj-green-park-tran-thu-do/minh-ban-dt-55m2-2pn2wc-nha-dep-gia-chi-2-7-ty-lh-pr41422648,"Green Park Trần Thủ Độ, Trần Thủ Độ, Hoàng Liệt, Hoàng Mai, Hà Nội","2,7 tỷ",55 m²,2 phòng,2 phòng,Đông - Bắc,Hợp đồng mua bán,Đầy đủ.,,Đông - Bắc,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-kien-hung-prj-khu-do-thi-thanh-ha-muong-thanh/ban-nnh-70m-full-noi-tt-tai-tang-14-gia-re-nt-toa-hh01-kdt-cienco-5-pr43078230,"Dự án Thanh Hà Mường Thanh, Phường Kiến Hưng, Hà Đông, Hà Nội","2,33 tỷ",70 m²,2 phòng,2 phòng,Đông - Bắc,Hợp đồng mua bán,Nội thất đầy đủ.,,Tây - Nam,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-minh-khai-phuong-minh-khai-prj-hinode-city/toi-chinh-chu-ban-gap-trong-tuan-3-ngu-107m-full-noi-that-tai-lh-mtg-pr40072923,"Dự án Hinode City, Đường Minh Khai, Phường Minh Khai, Hai Bà Trưng, Hà Nội",Thỏa thuận,107 m²,3 phòng,2 phòng,Đông - Bắc,Sổ đỏ/ Sổ hồng,Đầy đủ,,Tây - Bắc,,
https://batdongsan.com.vn/ban-nha-rieng-duong-doi-can-phuong-doi-can/ban-5-7-ty-21m2-tai-ba-dinh-ha-noi-pr42826562,"Đường Đội Cấn, Phường Đội Cấn, Ba Đình, Hà Nội","5,7 tỷ",21 m²,2 phòng,2 phòng,,,"Đầy đủ tiện nghi như điều hòa, tủ lạnh, giường.",,,,
https://batdongsan.com.vn/ban-nha-rieng-duong-yen-xa-xa-tan-trieu/ban-ccmn-gan-pho-dong-tien-60tr-thang-pr43076741,"Đường Yên Xá, Xã Tân Triều, Thanh Trì, Hà Nội","12,6 tỷ",52 m²,15 phòng,15 phòng,,Sổ đỏ/ Sổ hồng,Đầy đủ,,,,9 tầng
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-tran-thu-do-phuong-hoang-liet-prj-green-park-tran-thu-do/chi-nhinh-4-ty-ban-gap-trong-tuan-goc-3pn-99m-day-du-noi-that-tai-greenpark-lh-pr39611995,"Dự án Green Park Trần Thủ Độ, Đường Trần Thủ Độ, Phường Hoàng Liệt, Hoàng Mai, Hà Nội","6,7 tỷ",99 m²,3 phòng,2 phòng,,Sổ đỏ/ Sổ hồng,Đầy đủ.,,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-dai-tu-phuong-dai-kim-prj-eco-lake-view/toi-ban-3-ngu-tai-gia-chi-3-7-ty-90m-nha-dep-huong-mat-lien-he-pr39363488,"Eco Lake View, số 32, Đường Đại Từ, Phường Đại Kim, Hoàng Mai, Hà Nội",Thỏa thuận,82 m²,3 phòng,2 phòng,,Sổ đỏ/ Sổ hồng,Đầy đủ.,,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-le-duc-tho-phuong-my-dinh-2-prj-khu-do-thi-my-dinh-ii/ban-cc-ct5-dn2-2-nam-tu-liem-3pn-chi-nhinh-6-ty-pr42660003,"Dự án Mỹ Đình II, Đường Lê Đức Thọ, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội","6,6 tỷ",93 m²,3 phòng,2 phòng,Nam,,"Gồm 4 điều hòa, tivi 65 inch, tủ bếp xịn.",,Đông - Bắc,,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-dai-lo-thang-long-xa-an-khanh-4-prj-mailand-hanoi-city/b-hg-hiem-tai-maild-hoi-gia-thoa-126m2-pr43080451,"Mailand Hanoi City, Đại lộ Thăng Long, An Khánh, Hoài Đức, Hà Nội",Thỏa thuận,126 m²,5 phòng,5 phòng,,,,,Nam,,4 tầng
https://batdongsan.com.vn/ban-nha-rieng-phuong-tuong-mai/ban-pho-hoang-65m2-mt-9m-lo-goc-2-thoang-so-vuong-gia-nhinh-11-ty-pr42721901,"Phường Tương Mai, Hoàng Mai, Hà Nội",11 tỷ,65 m²,4 phòng,4 phòng,,Sổ đỏ/ Sổ hồng,,,,,4 tầng
https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-my-dinh-1-prj-the-emerald/chinh-chu-ban-3pn2vs-tang-trung-toa-ct8-dong-nam-dien-tich-97m2-gia-7-5-ty-pr43078171,"Dự án The Emerald CT8 Mỹ Đình, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội","7,5 tỷ",97 m²,3 phòng,2 phòng,Đông - Nam,Sổ đỏ/ Sổ hồng,Nội thất xịn xò.,,Tây - Bắc,,
https://batdongsan.com.vn/ban-nha-rieng-duong-minh-khai-phuong-minh-khai/ban-pho-ngay-gan-mat-pho-30m-4-tang-mt-4-5m-gan-times-city-khu-bach-kinh-xay-pr43078128,"Đường Minh Khai, Phường Minh Khai, Hai Bà Trưng, Hà Nội","6,35 tỷ",30 m²,4 phòng,4 phòng,,Sổ đỏ/ Sổ hồng,Đầy đủ,"4,5 m",,2 m,4 tầng
https://batdongsan.com.vn/ban-nha-rieng-duong-hoang-hoa-tham-phuong-lieu-giai/ban-van-cao-46m-5-tang-mat-tien-4-6m-pr43069488,"Đường Hoàng Hoa Thám, Phường Liễu Giai, Ba Đình, Hà Nội",16 tỷ,46 m²,5 phòng,5 phòng,,Sổ đỏ/ Sổ hồng,,,,,5 tầng
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-phuong-duong-noi-prj-an-quy-villa-kdt-duong-noi/chi-tu-17-640-ty-tra-truoc-so-huu-389m2-san-htls-0-24-thang-chi-tiet-lh-pr42455015,"Dự án An Quý Villa - KĐT Dương Nội, Phường Dương Nội, Hà Đông, Hà Nội",65 tỷ,228 m²,5 phòng,5 phòng,,,,9 m,Tây - Bắc,32 m,4 tầng
