Link,Mức giá,Diện tích,Số phòng ngủ,"Số phòng tắm, vệ sinh",Số tầng,Hướng nhà,Hướng ban công,Mặt tiền,Đường vào,Pháp lý,Nội thất,Địa chỉ
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-ngo-thi-nham-phuong-duong-noi-prj-anland-lakeview/chinh-chu-ban-goc-2pn-74m2-tang-trung-view-thoang-gia-hop-ly-cc-o975645309-pr42338353,"4,9 tỷ",75 m²,,,,,,,,,,"Anland LakeView, Đường Ngô Thì Nhậm, Phường Dương Nội, Hà Đông, Hà Nội"
https://batdongsan.com.vn/ban-dat-duong-phuc-loi-phuong-phuc-loi/ban-gap-mat-pho-long-bien-79m2-2-mat-tien-mat-tien-sieu-rong-gia-giat-minh-19-2ty-tl-pr43127336,"19,2 tỷ",79 m²,,,,Đông - Bắc,,18 m,,Sổ đỏ/ Sổ hồng,,"Đường Phúc Lợi, Phường Phúc Lợi, Long Biên, Hà Nội"
https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-phuc-la-prj-khu-do-thi-moi-van-quan/ban-ch-toa-ct3-100m2-goc-thoang-huong-mat-nha-dep-chi-4-ty-lh-pr39725380,Thỏa thuận,105 m²,3 phòng,2 phòng,,,,,,Sổ đỏ,Để lại nội thất gắn tường.,"Dự án KĐT Văn Quán, Phường Phúc La, Hà Đông, Hà Nội"
https://batdongsan.com.vn/ban-dat-xa-duc-tu/ban-120m2-bia-lang-gia-49-tr-m2-3-mat-tien-pr43137078,49 triệu/m²,120 m²,,,,Nam,,10 m,6 m,Đang chờ sổ,,"Xã Dục Tú, Đông Anh, Hà Nội"
https://batdongsan.com.vn/ban-nha-rieng-phuong-trung-hoa-4/ban-tai-tt-cau-giay-s115m-8-tang-thang-may-o-to-o-va-cho-thue-tot-pr42897420,29 tỷ,115 m²,,,8 tầng,,,,,Sổ đỏ,,"Phường Trung Hòa, Cầu Giấy, Hà Nội"
https://batdongsan.com.vn/ban-nha-mat-pho-duong-nguyen-xa-phuong-minh-khai_1/ban-gap-7-tang-127m-khai-bac-tu-liem-pr38653950,45 tỷ,"127,4 m²",,,,,,"5,5 m",,Sổ đỏ/ Sổ hồng,,"Số 50A, Đường Nguyên Xá, Phường Minh Khai, Bắc Từ Liêm, Hà Nội"
https://batdongsan.com.vn/ban-nha-rieng-pho-trung-kinh-phuong-yen-hoa-2/ban-cau-giay-phan-lo-o-to-tranh-45m2-5t-chi-14ty-lh-pr43130856,14 tỷ,40 m²,,,,,,,,,,"Phố Trung Kính, Phường Yên Hòa, Cầu Giấy, Hà Nội"
https://batdongsan.com.vn/ban-nha-rieng-duong-bui-xuong-trach-phuong-khuong-dinh/ban-tai-thanh-xuan-ha-noi-8-99-ty-46m2-pr42138582,"9,29 tỷ",46 m²,,,,,,,,,,"Đường Bùi Xương Trạch, Phường Khương Đình, Thanh Xuân, Hà Nội"
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-le-van-luong-phuong-nhan-chinh-prj-the-diamond-residence/ban-gap-dt-161m2-gom-3pn-3pn-gia-thuong-luong-pr43107153,"19,99 tỷ",161 m²,3 phòng,3 phòng,,Đông - Bắc,Tây - Nam,,,Sổ đỏ/ Sổ hồng,Đầy đủ,"The Diamond Residence, 25, Đường Lê Văn Lương, Phường Nhân Chính, Thanh Xuân, Hà Nội"
https://batdongsan.com.vn/ban-nha-rieng-duong-tan-mai-phuong-tan-mai-2/-lo-goc-kinh-doanh-40m2-7x-ty-sdt-pr43070803,"7,05 tỷ",40 m²,3 phòng,,5 tầng,,,,,,,"Đường Tân Mai, Phường Tân Mai, Hoàng Mai, Hà Nội"
https://batdongsan.com.vn/ban-nha-rieng-duong-co-nhue-phuong-co-nhue-2/-56m2-6t-lo-goc-ngo-thong-thang-may-oto-kd-15-ty-hon-pr43099665,"15,7 tỷ",56 m²,8 phòng,,6 tầng,,,,,Sổ đỏ/ Sổ hồng,,"Đường Cổ Nhuế, Phường Cổ Nhuế 2, Bắc Từ Liêm, Hà Nội"
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-le-trong-tan-xa-an-khanh-4-prj-khu-biet-thu-hoa-phuong/chinh-chu-gui-b-btdl-do-thi-khh-i-duc-ha-noi-pr43141512,116 triệu/m²,310 m²,,,,Tây,,,,Sổ đỏ/ Sổ hồng,,"Dự án Hoa Phượng, Đường Lê Trọng Tấn, Xã An Khánh, Hoài Đức, Hà Nội"
https://batdongsan.com.vn/ban-nha-rieng-phuong-hoang-van-thu-4/ban-nr-tai-7-8-ty-50m2-4pn-3wc-5t-pr43140057,"7,8 tỷ",50 m²,4 phòng,3 phòng,5 tầng,,,4 m,3 m,,,"Phường Hoàng Văn Thụ, Hoàng Mai, Hà Nội"
https://batdongsan.com.vn/ban-dat-duong-van-noi-xa-van-noi/-truc-chinh-oto-do-cua-gia-5x-dien-tich-62-met-5-met-pr43025698,"3,6 tỷ",62 m²,,,,,,4 m,5 m,Sổ đỏ/ Sổ hồng,,"Đường Vân Nội, Xã Vân Nội, Đông Anh, Hà Nội"
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-thanh-thai-phuong-dich-vong-prj-the-park-home/chu-nha-tien-ban-gap-2n-80m2-me-full-do-slot-oto-lh-pr42847861,7 tỷ,"80,36 m²",2 phòng,2 phòng,,Nam,Tây - Bắc,,,Sổ đỏ/ Sổ hồng,Đầy đủ,"The Park Home , Thành Thái, Dịch Vọng, Cầu Giấy, Hà Nội"
https://batdongsan.com.vn/ban-dat-xa-tuy-lai/f0-hang-dep-gan-ha-dong-lo-80m-vuong-van-canh-khu-du-lich-gia-cuc-mem-pr43142968,Thỏa thuận,82 m²,,,,,,,,Sổ đỏ/ Sổ hồng,,"Tuy Lai, Mỹ Đức, Hà Nội"
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-minh-khai-phuong-vinh-tuy-prj-vinhomes-times-city-park-hill/ban-2-ngu-75m2-gia-6-3-ty-toa-03-bao-re-nhat-thi-truong-pr40721448,"6,2 tỷ",75 m²,2 phòng,2 phòng,,,,,,Sổ đỏ/ Sổ hồng,,"Dự án Times City - Park Hill, Đường Minh Khai, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội"
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-le-trong-tan-phuong-duong-noi-prj-khu-do-thi-geleximco-le-trong-tan/-75m2-5x15-2-mat-thoang-dep-luu-khong-them-vuon-rau-tai-c-geleximco-pr42654990,Thỏa thuận,75 m²,6 phòng,5 phòng,4 tầng,Đông - Bắc,Đông - Bắc,5 m,"13,5 m",Sổ đỏ/ Sổ hồng,Không nội thất,"Dự án Geleximco Lê Trọng Tấn, Đường Lê Trọng Tấn, Phường Dương Nội, Hà Đông, Hà Nội"
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-phan-chanh-phuong-dai-kim-prj-khu-do-thi-moi-linh-dam/chinh-chu-ban-ct4bx-2-bac-ang-liet-ang-mai-79m2-3pn-2wc-pr42504503,"4,7 tỷ",79 m²,3 phòng,2 phòng,,,,,,Sổ đỏ/ Sổ hồng.,,"KĐT Linh Đàm, Đường Nguyễn Phan Chánh, Phường Đại Kim, Hoàng Mai, Hà Nội"
https://batdongsan.com.vn/ban-nha-rieng-duong-ngoc-hoi-phuong-hoang-liet/-mai-xay-moi-5-tang-1-tum-thang-may-10m-ra-mat-pho-2-t-truoc-sau-pr42681036,"8,8 tỷ",42 m²,4 phòng,4 phòng,6 tầng,Tây - Nam,Tây - Nam,"5,5 m","2,5 m",Sổ đỏ/ Sổ hồng,Cơ bản,"Đường Ngọc Hồi, Phường Hoàng Liệt, Hoàng Mai, Hà Nội"
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-xuan-la-phuong-xuan-tao-prj-kosmo-tay-ho/toa-85m-2-ngu-2wc-cao-cap-sang-trong-tien-ich-bat-ngan-view-dep-nhat-pr43143221,"8,5 tỷ",85 m²,2 phòng,2 phòng,,,,,,Sổ đỏ/ Sổ hồng,Đầy đủ,"Kosmo Tây Hồ, Đường Xuân La, Phường Xuân Tảo, Bắc Từ Liêm, Hà Nội"
https://batdongsan.com.vn/ban-nha-rieng-duong-hoang-ngan-phuong-trung-hoa-4/ban-85m-9-tang-thang-may-o-to-vao-phan-lo-kinh-doanh-van-phong-pr42524891,"29,5 tỷ",85 m²,,,9 tầng,,,,,Sổ đỏ/ Sổ hồng,,"Đường Hoàng Ngân, Phường Trung Hòa, Cầu Giấy, Hà Nội"
https://batdongsan.com.vn/ban-nha-mat-pho-duong-nguyen-hoang-phuong-my-dinh-1/ban-115m-8-tang-gia-44-ty-via-he-kinh-doanh-lh-pr42805891,44 tỷ,115 m²,16 phòng,16 phòng,8 tầng,,,5 m,20 m,Sổ đỏ/ Sổ hồng,Đầy đủ,"Đường Nguyễn Hoàng, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội"
https://batdongsan.com.vn/ban-nha-rieng-duong-minh-khai-phuong-hoang-van-thu-4/ban-tai-8-35-ty-40m2-6pn-5wc-an-sinh-dinh-lo-goc-2-thoang-pr43139981,"8,35 tỷ",40 m²,6 phòng,5 phòng,5 tầng,Tây - Nam,Tây - Nam,"3,8 m",2 m,Sổ đỏ/ Sổ hồng,Đầy đủ,"Đường Minh Khai, Phường Hoàng Văn Thụ, Hoàng Mai, Hà Nội"
https://batdongsan.com.vn/ban-nha-rieng-duong-ngo-thi-sy-phuong-van-phuc-1/nhinh-9-ty-ban-gan-ha-dong-39m2-5-tang-gara-o-to-thang-may-kdt-galaxy-dep-hiem-pr43143218,"9,2 tỷ",39 m²,3 phòng,4 phòng,5 tầng,,,"3,8 m",,Sổ đỏ/ Sổ hồng,,"Đường Ngô Thì Sỹ, Phường Vạn Phúc, Hà Đông, Hà Nội"
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-ham-nghi-phuong-my-dinh-2-prj-mon-city/ban-nh-can-tt4-hd-cuc-ky-dang-cap-vi-tri-vang-danh-cho-dau-tu-thong-thai-pr43139616,42 tỷ,96 m²,,,,,,6 m,,Sổ đỏ/ Sổ hồng,,"Dự án Mon City - Hải Đăng City, Đường Hàm Nghi, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội"
https://batdongsan.com.vn/ban-dat-nen-du-an-xa-tien-phong-8-prj-khu-do-thi-cienco-5-me-linh/can-ban-lo-goc-a-cienco5-truc-24m-so-giao-dich-lh-ngay-e-tuan-pr43139045,Thỏa thuận,113 m²,,,,Tây - Bắc,,15 m,24 m,Sổ đỏ/ Sổ hồng,,"Dự án Cienco 5 Mê Linh, Xã Tiền Phong, Mê Linh, Hà Nội"
https://batdongsan.com.vn/ban-nha-rieng-pho-khuong-ha-phuong-khuong-trung/ban-ngo-29-50m-7-tang-tng-may-kinh-doanh-ngo-thong-gia-15-5-ty-lh-pr42719832,"15,5 tỷ",50 m²,4 phòng,5 phòng,7 tầng,,,5 m,6 m,Sổ đỏ/ Sổ hồng,Đầy đủ,"Ngõ 29, Phố Khương Hạ, Phường Khương Trung, Thanh Xuân, Hà Nội"
https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-phuc-la-prj-khu-do-thi-moi-van-quan/e-ban-gap-ct2a-70m2-noi-that-co-ban-gia-chi-2-75-ti-co-thuong-luong-lh-pr39887497,Thỏa thuận,70 m²,2 phòng,1 phòng,,,,,,Sổ đỏ/ Sổ hồng,Nội thất đầy đủ.,"Dự án KĐT Văn Quán, Phường Phúc La, Hà Đông, Hà Nội"
https://batdongsan.com.vn/ban-nha-rieng-duong-trieu-khuc-phuong-thanh-xuan-bac/ban-pho-36m-4-tang-gia-5-8-ty-o-to-cach-10m-2-mat-thoang-lh-pr42840344,"5,8 tỷ",36 m²,3 phòng,4 phòng,5 tầng,,,"3,5 m",2 m,Sổ đỏ/ Sổ hồng,Cơ bản,"Đường Triều Khúc, Phường Thanh Xuân Bắc, Thanh Xuân, Hà Nội"
https://batdongsan.com.vn/ban-dat-duong-nguyen-duc-canh-phuong-tuong-mai/ban-hoang-ngo-3-gac-tranh-30m-ra-o-to-100m-ra-pho-chinh-pr43139980,15 tỷ,"101,2 m²",,,,,,,,Sổ đỏ/ Sổ hồng,,"Đường Nguyễn Đức Cảnh, Phường Tương Mai, Hoàng Mai, Hà Nội"
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-dai-lo-thang-long-phuong-tay-mo-prj-lumi-hanoi/ban-duplex-ha-noi-dien-tich-211m2-toa-s3-ban-cong-bac-18-ty-bao-phi-pr43142953,18 tỷ,211 m²,4 phòng,4 phòng,,Đông - Nam,Tây - Bắc,,,Hợp đồng mua bán,,"Lumi Hanoi, Đại lộ Thăng Long, Tây Mỗ, Nam Từ Liêm, Hà Nội"
https://batdongsan.com.vn/ban-nha-rieng-pho-nguyen-ngoc-vu-phuong-trung-hoa-4/ban-ccmn-cao-cap-quan-nhan-160m-8-tang-1-ham-doanh-thu-256tr-thang-gia-41-ty-pr42662886,41 tỷ,160 m²,25 phòng,25 phòng,8 tầng,,,10 m,6 m,Sổ đỏ/ Sổ hồng,Đầy đủ,"Phố Nguyễn Ngọc Vũ, Phường Trung Hòa, Cầu Giấy, Hà Nội"
https://batdongsan.com.vn/ban-dat-xa-thuy-lam/ban-150m-dau-gia-tai-dong-anh-ha-noi-sat-vinhome-lien-ha-chia-2-nha-gia-63-pr43136961,63 triệu/m²,150 m²,,,,Nam,,"6,2 m",6 m,Sổ đỏ/ Sổ hồng,,"Xã Thụy Lâm, Đông Anh, Hà Nội"
https://batdongsan.com.vn/ban-nha-mat-pho-duong-nguyen-tuan-phuong-nhan-chinh/ban-45-5-ty-80-m2-view-dep-nhieu-tien-ich-q-thanh-xuan-hn-pr43142949,"45,5 tỷ",80 m²,6 phòng,5 phòng,5 tầng,Nam,Nam,6 m,12 m,Sổ đỏ/ Sổ hồng,,"Đường Nguyễn Tuân, Phường Nhân Chính, Thanh Xuân, Hà Nội"
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-tuan-phuong-nhan-chinh-prj-the-legend-tower-109-nguyen-tuan/-chu-ban-85-5m-3n-noi-that-nhu-anh-san-so-gia-8-3-ty-tai-chinh-pr43102543,"8,3 tỷ","85,5 m²",3 phòng,2 phòng,,Đông - Bắc,Tây - Nam,,,Sổ đỏ/ Sổ hồng,Đầy đủ,"The Legend Tower 109 Nguyễn Tuân, Nguyễn Tuân, Nhân Chính, Thanh Xuân, Hà Nội"
https://batdongsan.com.vn/ban-dat-xa-an-khanh-4/lo-phu-vinh-duy-nhat-45m-canh-kdt-splendora-kdt-dang-song-bac-nhat-phia-tay-hn-vuong-dep-pr42362356,Thỏa thuận,45 m²,,,,,,,,,,"Xã An Khánh, Hoài Đức, Hà Nội"
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-dai-lo-thang-long-phuong-me-tri-prj-vinhomes-green-bay-me-tri/-ban-gap-2pn-2vs-57-8m2-gia-2-4-ty-ban-cong-dn-view-vins-tri-pr37956910,"3,5 tỷ","57,8 m²",2 phòng,2 phòng,,Tây - Bắc,Đông - Nam,,,HĐMB,,"Dự án Vinhomes Green Bay Mễ Trì, Đường Đại lộ Thăng Long, Phường Mễ Trì, Nam Từ Liêm, Hà Nội."
https://batdongsan.com.vn/ban-nha-rieng-duong-dinh-cong-thuong-phuong-dinh-cong/ban-hoang-mai-ngo-ba-gac-dien-tich-48m2-4-tang-6-phong-gia-dau-tu-pr43078427,"8,2 tỷ",48 m²,6 phòng,4 phòng,4 tầng,,,,,Sổ đỏ/ Sổ hồng,Cơ bản,"Đường Định Công Thượng, Phường Định Công, Hoàng Mai, Hà Nội"
https://batdongsan.com.vn/ban-nha-rieng-pho-quan-nhan-phuong-nhan-chinh/ban-phan-lo-ngo-52-n-68m-5-tang-gia-22-8-ty-ngo-thong-o-to-tranh-kinh-doanh-vp-pr42979602,"22,8 tỷ",68 m²,5 phòng,4 phòng,5 tầng,,,6 m,8 m,Sổ đỏ/ Sổ hồng,Cơ bản,"Phố Quan Nhân, Phường Nhân Chính, Thanh Xuân, Hà Nội"
https://batdongsan.com.vn/ban-nha-rieng-phuong-bach-mai/sieu-pham-via-he-o-to-kd-sam-uat-lo-goc-thoang-dang-thang-may-vu-vu-gara-7-cho-pr43139040,"23,8 tỷ",50 m²,,,6 tầng,,,"4,5 m",,,,"Phường Bạch Mai, Hai Bà Trưng, Hà Nội"
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-tuan-phuong-thanh-xuan-trung-prj-khu-nha-o-90-nguyen-tuan/chinh-chu-dang-chuan-gia-ban-71m-2-ngu-full-noi-that-gia-6-3-ty-tai-ch-90-tuan-pr42665277,"6,3 tỷ",71 m²,2 phòng,2 phòng,,Đông - Nam,,,,Sổ đỏ/ Sổ hồng,Đầy đủ,"Dự án 90 Nguyễn Tuân, Đường Nguyễn Tuân, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội"
https://batdongsan.com.vn/ban-can-ho-chung-cu-xa-da-ton-prj-the-paris-vinhomes-ocean-park/mo-ban-tu-mong-toa-pr6-gia-chi-tu-58tr-62tr-m2-pr43083766,"3,6 tỷ",64 m²,2 phòng,2 phòng,,,,,,Sổ đỏ/ Sổ hồng,Cơ bản,"Dự án The Paris - Vinhomes Ocean Park, Xã Đa Tốn, Gia Lâm, Hà Nội"
https://batdongsan.com.vn/ban-dat-xa-an-khanh-4/b-dich-vu-dong-moi-khh-dt-150m2-mt-11m-vi-tri-dep-pr42775872,Thỏa thuận,150 m²,,,,,,,,,,"An Khánh, Hoài Đức, Hà Nội"
https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-yen-hoa-2-prj-a10-a14-nam-trung-yen/chinh-chu-ban-75m-3-ngu-noi-that-moi-nhu-anh-gia-5-6-ty-tai-cau-giay-pr43119637,"5,6 tỷ",75 m²,3 phòng,2 phòng,,,,,,Sổ đỏ/ Sổ hồng,Đầy đủ,"Dự án A10-A14 Nam Trung Yên, Phường Yên Hòa, Cầu Giấy, Hà Nội"
https://batdongsan.com.vn/ban-can-ho-chung-cu-xa-da-ton-prj-the-paris-vinhomes-ocean-park/-mo-ban-toa-pr6-paris-pr43083425,Thỏa thuận,87 m²,2 phòng,2 phòng,,,,,,Sổ đỏ/ Sổ hồng,Cơ bản,"Dự án The Paris - Vinhomes Ocean Park, Xã Đa Tốn, Gia Lâm, Hà Nội"
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-xa-duong-xa-prj-vinhomes-ocean-park-gia-lam/cuc-hiem-can-chan-9-toa-chung-cu-2-mat-tien-tiem-nang-x2-re-hon-thi-truong-pr43126780,"17,9 tỷ",96 m²,4 phòng,5 phòng,5 tầng,Tây - Nam,Tây - Nam,6 m,20 m,Sổ đỏ/ Sổ hồng,Không nội thất.,"Dự án Vinhomes Ocean Park Gia Lâm, Xã Dương Xá, Gia Lâm, Hà Nội"
https://batdongsan.com.vn/ban-nha-rieng-duong-ngoc-hoi-xa-ngoc-hoi-1/-pho-sieu-pham-ngo-o-to-hiem-re-dt-41m-6-tang-thang-may-450kg-sin-xo-di-em-ru-pr43142945,"7,05 tỷ",41 m²,4 phòng,4 phòng,6 tầng,Đông - Nam,Nam,5 m,3 m,Sổ đỏ/ Sổ hồng,Đầy đủ,"Đường Ngọc Hồi, Xã Ngọc Hồi, Thanh Trì, Hà Nội"
https://batdongsan.com.vn/ban-nha-rieng-phuong-trung-van/toi-ban-phung-khoang-nam-tu-liem-9-9-ty-45m2-4-tang-mt-4m-khu-phan-lo-quan-doi-gara-oto-pr43143205,"9,9 tỷ",45 m²,4 phòng,4 phòng,4 tầng,,,4 m,,Sổ đỏ/ Sổ hồng,,"Phường Trung Văn, Nam Từ Liêm, Hà Nội"
https://batdongsan.com.vn/ban-can-ho-chung-cu-pho-tran-binh-phuong-my-dinh-2-prj-the-garden-hills-99-tran-binh/ban-ch-2pn-4-8-ty-66m2-noi-that-full-tai-2-nam-tu-liem-pr43083899,"4,8 tỷ",66 m²,2 phòng,2 phòng,,Tây - Nam,Đông - Bắc,,,Sổ đỏ/ Sổ hồng,Đầy đủ,"The Garden Hills - 99 Trần Bình, Trần Bình, Mỹ Đình 2, Nam Từ Liêm, Hà Nội"
https://batdongsan.com.vn/ban-nha-rieng-duong-an-tho-1-xa-an-khanh-4/b-nr-o-1-6-75-ty-50m2-4-tg-3pn-3wc-30m-ra-o-to-trh-pr43141389,"6,75 tỷ",50 m²,3 phòng,3 phòng,4 tầng,Tây - Nam,,"3,22 m","2,5 m",Sổ đỏ/ Sổ hồng,Đầy đủ,"Đường An Thọ 1, Xã An Khánh, Hoài Đức, Hà Nội"
https://batdongsan.com.vn/ban-can-ho-chung-cu-xa-duong-xa-prj-vinhomes-ocean-park-gia-lam/2-ngu-2-vs-re-nhat-du-an-vinhome-oceanpark-ha-noi-full-do-dep-tri-300tr-chi-voi-3-15-ty-pr43142943,"3,15 tỷ",63 m²,2 phòng,2 phòng,,,,,,Sổ đỏ/ Sổ hồng,Đầy đủ,"Vinhomes Ocean Park Gia Lâm, Xã Dương Xá, Gia Lâm, Hà Nội"
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-pham-hung-phuong-my-dinh-2-prj-flc-complex-36-pham-hung/ban-gap-cc-36-5-4-ty-70m2-2pn-2wc-nam-tu-liem-ha-noi-pr43119320,"5,1 tỷ",70 m²,2 phòng,2 phòng,,Tây - Nam,Đông - Bắc,,,Sổ đỏ/ Sổ hồng,Đầy đủ,"FLC Complex 36 Phạm Hùng, Phạm Hùng, Mỹ Đình 2, Nam Từ Liêm, Hà Nội"
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-dai-lo-thang-long-xa-an-thuong-1-prj-ha-do-charm-villas/shophouse-ba-mat-lon-so-huu-lau-co-khoang-san-vuon-nhu-gia-hap-dan-de-dau-tu-pr42533160,Thỏa thuận,233 m²,,,3 tầng,,,,,,,"Hà Đô Charm Villas, Đại lộ Thăng Long, An Thượng, Hoài Đức, Hà Nội"
https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-van-linh-phuong-sai-dong/ban-tai-long-bien-ha-noi-5-7-ty-61-m2-pr43003206,"5,7 tỷ",61 m²,,,1 tầng,,,"4,9 m",5 m,Sổ đỏ/ Sổ hồng,,"Đường Nguyễn Văn Linh, Phường Sài Đồng, Long Biên, Hà Nội"
https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-phuc-la-prj-khu-do-thi-moi-van-quan/ban-82m-toa-ct3-3-png-ngu-2-nha-ve-sinh-re-nhat-lh-pr39568149,"5,5 tỷ",96 m²,3 phòng,2 phòng,,,,,,,,"Dự án KĐT Văn Quán, Phường Phúc La, Hà Đông, Hà Nội"
https://batdongsan.com.vn/ban-nha-rieng-duong-bang-liet-phuong-hoang-liet/ban-dep-mat-tien-6-8m-ngo-rong-3-5m-83m-gia-hon-13-ty-pr43124441,"13,6 tỷ",83 m²,,,4 tầng,,,"6,8 m","3,5 m",Sổ đỏ/ Sổ hồng,,"Đường Bằng Liệt, Phường Hoàng Liệt, Hoàng Mai, Hà Nội"
https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-van-linh-phuong-thach-ban-1/-pho-long-bien-4-8-ty-35-m2-3pn-4wc-5-tang-mt-5-m-o-to-kd-online-gan-ho-pr42860851,"4,8 tỷ",35 m²,3 phòng,4 phòng,5 tầng,,,5 m,3 m,,Đầy đủ được trang bị nội thất.,"Đường Nguyễn Văn Linh, Phường Thạch Bàn, Long Biên, Hà Nội"
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-tuan-phuong-thanh-xuan-trung-prj-goldseason/ban-cc-5-6-ty-60m2-2n-phap-ly-day-du-gia-uu-dai-pr42744311,"6,4 tỷ",66 m²,2 phòng,2 phòng,,Đông - Bắc,Tây - Nam,,,Sổ đỏ/ Sổ hồng,Đầy đủ,"Dự án GoldSeason, Đường Nguyễn Tuân, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội"
https://batdongsan.com.vn/ban-nha-rieng-duong-bo-de-phuong-bo-de/ban-nr-tai-6-ty-35-m2-3pn-4wc-5-tang-mt-4m-gia-tot-o-to-do-cong-kinh-doanh-pr42849544,6 tỷ,35 m²,3 phòng,4 phòng,5 tầng,,,4 m,3 m,Sổ đỏ/ Sổ hồng,Đầy đủ,"Đường Bồ Đề, Phường Bồ Đề, Long Biên, Hà Nội"
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-to-huu-phuong-trung-van-prj-c37-bo-cong-an-bac-ha-tower/chinh-chu-ban-gap-t02-nam-tu-liem-dt-85m2-2pn-6-2-ty-pr43139371,"6,2 tỷ",85 m²,2 phòng,2 phòng,,,,,,Sổ đỏ/ Sổ hồng,Full nội thất.,"Dự án C37 Bộ Công An - Bắc Hà Tower, Đường Tố Hữu, Phường Trung Văn, Nam Từ Liêm, Hà Nội"
https://batdongsan.com.vn/ban-nha-mat-pho-pho-lac-trung-phuong-bach-mai/ban-gap-hai-ba-kinh-doanh-dinh-cao-dt-46m2-x-6tang-gia-nhinh-20-ty-pr42959511,"25,5 tỷ",46 m²,4 phòng,5 phòng,6 tầng,,,"4,2 m",,Sổ đỏ/ Sổ hồng,Cơ bản,"Phố Lạc Trung, Phường Bạch Mai, Hai Bà Trưng, Hà Nội"
https://batdongsan.com.vn/ban-can-ho-chung-cu-pho-lang-ha-phuong-thanh-cong-prj-diamond-park-plaza/chinh-chu-ban-goc-125m2-16-gia-le-nt-thi-truong-lien-he-pr39799069,Thỏa thuận,125 m²,3 phòng,3 phòng,,,,,,Sổ đỏ/ Sổ hồng,Đầy đủ,"Diamond Park Plaza , 16, Phố Láng Hạ, Phường Thành Công, Ba Đình, Hà Nội"
https://batdongsan.com.vn/ban-nha-mat-pho-pho-hoang-cau-phuong-o-cho-dua/ban-ho-dt-218m-x-9-tang-tien-10-5m-dong-tien-3-6-ty-nam-118-ty-pr43138952,118 tỷ,218 m²,9 phòng,9 phòng,9 tầng,,,"10,5 m",,Sổ đỏ/ Sổ hồng,Đầy đủ,"Phố Hoàng Cầu, Phường Ô Chợ Dừa, Đống Đa, Hà Nội"
https://batdongsan.com.vn/ban-nha-rieng-duong-van-quan-phuong-van-quan/nhinh-7-ty-pho-ha-dong-33m2-5-tang-mt-4m-o-to-qua-hoc-vien-an-ninh-kinh-doanh-pr43143195,"7,5 tỷ",33 m²,3 phòng,4 phòng,5 tầng,,,4 m,,Sổ đỏ/ Sổ hồng,,"Đường Văn Quán, Phường Văn Quán, Hà Đông, Hà Nội"
https://batdongsan.com.vn/ban-nha-mat-pho-pho-bach-mai-phuong-bach-khoa/ban-doc-quyen-hai-ba-trung-kinh-doanh-dang-cap-dt-47m2-5tang-mt-4-3m-pr42959512,"26,5 tỷ",47 m²,4 phòng,5 phòng,5 tầng,,,"4,3 m",,Sổ đỏ/ Sổ hồng,Cơ bản,"Phố Bạch Mai, Phường Bách Khoa, Hai Bà Trưng, Hà Nội"
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-quoc-lo-32-thi-tran-tram-troi-prj-khu-do-thi-moi-lideco-bac-quoc-lo-32/full-quy-dt-144m2-301m2-gia-dau-tu-lh-pr43050276,22 tỷ,173 m²,,,,,,10 m,,,,"Dự án Lideco, Đường Quốc lộ 32, Thị trấn Trạm Trôi, Hoài Đức, Hà Nội"
